sample_index,class0_sum,class1_sum,class2_sum,class3_sum,class4_sum,class5_sum,class6_sum,class7_sum,class8_sum,class9_sum,predicted_label
2952,-20,-20,-20,-20,-20,-12,-18,19,-20,-20,7
2953,-11,-17,-15,-4,-20,-20,-5,-17,-20,-20,3
2954,20,-20,-15,-20,-20,-18,-16,-20,-20,-20,0
2955,-20,-20,-20,-15,-20,-15,-20,-11,-18,20,9
2956,-20,-20,2,-20,0,-20,-10,-20,-20,-20,2
2957,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
2958,-20,-20,-20,-20,-10,-20,14,-20,-20,-20,6
2959,-19,-20,8,-20,-16,-20,-14,-20,-20,-19,2
2960,-12,-18,7,-6,-10,-20,-2,-15,-19,-19,2
2961,-15,-16,-17,-20,-18,20,-17,-9,-20,-20,5
2962,-20,-20,-15,-20,-17,-20,-20,-17,20,-20,8
2963,-20,-14,-20,-20,-20,4,-20,-6,-17,-12,5
2964,-20,-20,2,-17,-11,-20,-8,-11,-20,-19,2
2965,-20,-20,-20,-20,-20,-11,-20,-9,-15,-7,9
2966,-14,-16,-11,-17,-12,-15,-12,-17,11,-13,8
2967,-20,-20,-8,-20,-5,-20,-20,-20,-20,-20,4
2968,5,-20,-20,-20,-20,-20,-5,-20,-20,-20,0
2969,-20,-20,-20,-20,-20,-11,-20,-13,-20,16,9
2970,19,-20,-20,-20,-20,-20,-17,-20,-20,-20,0
2971,8,-4,15,9,8,-3,11,7,20,0,8
2972,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
2973,-4,-12,-9,-5,-17,-12,-6,-13,-20,-15,0
2974,-16,-15,-8,-12,-8,-9,-14,-15,20,-20,8
2975,-20,-20,12,-20,-20,-20,-7,-20,-20,-20,2
2976,-17,-15,-19,-16,-19,-14,-20,-11,20,-18,8
2977,-20,-20,15,-20,-20,-20,-20,-20,-20,-20,2
2978,18,-19,-20,-19,-20,-20,-20,-20,-20,-20,0
2979,-11,-20,-13,-18,-20,-16,-2,-12,-14,-19,6
2980,-16,-17,-20,10,-20,-20,-20,-19,-20,-20,3
2981,-14,-20,-20,-1,-20,-20,-20,-13,20,-20,8
2982,-20,-20,-20,-20,-20,-9,-20,11,-20,-20,7
2983,-16,-18,-20,-20,-15,-19,-12,-20,20,-20,8
2984,-18,-14,9,-20,-10,-20,-9,-12,-20,-20,2
2985,-20,-20,0,-20,-6,-20,-20,-20,-20,-20,2
2986,-6,-18,-16,-14,-7,-20,0,-20,-20,-20,6
2987,-20,-20,-17,-20,-8,-20,11,-20,-20,-20,6
2988,4,-20,-20,-20,-20,-20,-3,-20,-20,-20,0
2989,-20,-20,-20,-20,4,-20,-16,-20,-20,-20,4
2990,-20,-20,-20,-20,-20,20,-20,-16,-20,-20,5
2991,-18,-20,-20,5,-10,-20,-20,-20,-20,-20,3
2992,-20,-20,-8,-20,6,-20,-20,-20,-20,-20,4
2993,-20,20,-20,-14,-20,-20,-20,-20,-20,-20,1
2994,-20,20,-19,-18,-20,-20,-20,-20,-20,-20,1
2995,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
2996,-20,-20,-20,-20,-20,-16,-20,5,-20,-11,7
2997,-1,-11,-19,1,-18,-20,-16,-17,-20,-16,3
2998,-20,-20,-13,-20,-11,-20,-4,-20,-20,-20,6
2999,-20,-17,-1,-14,-16,-20,-6,-20,-20,-20,2
3000,-19,20,-20,-20,-20,-20,-19,-20,-20,-20,1
3001,-20,-20,-19,-20,-1,-20,-8,-13,-18,-20,4
3002,-20,-18,15,-20,-19,-20,-8,-20,-20,-20,2
3003,-20,-20,-20,-20,-20,-6,-20,-2,-20,-20,7
3004,-20,-20,-20,-20,-20,1,-20,-3,-20,-20,5
3005,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3006,-20,-20,-14,-12,-14,-20,-14,-20,15,-20,8
3007,-10,-16,-16,-16,-20,-20,-2,-20,-20,-19,6
3008,-13,-20,-20,2,-20,-20,-20,-20,-20,-19,3
3009,-20,-20,-20,-20,-20,-16,-20,20,-20,-20,7
3010,-20,-20,-20,-20,-20,-20,-20,-16,-20,20,9
3011,1,-8,-13,-6,-8,-9,2,-2,20,-8,8
3012,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3013,-20,-20,6,-20,-20,-20,-20,-18,-20,-20,2
3014,-20,-20,-20,-19,-20,-18,-20,15,-20,-20,7
3015,-15,-18,-18,-14,-14,-16,-20,-7,-20,8,9
3016,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3017,-20,-20,19,-20,-14,-20,-16,-20,-20,-20,2
3018,-20,-20,19,-17,-11,-20,-20,-20,-20,-20,2
3019,-20,-20,-6,-20,-20,-20,-6,-20,-20,-20,2
3020,-1,-20,-20,-12,-15,-20,2,-20,-20,-20,6
3021,-18,-18,-20,20,-20,-20,-20,-20,-20,-20,3
3022,-20,-20,-20,18,-20,-20,-20,-20,-20,-20,3
3023,-20,-20,-20,-20,-20,-4,-16,-14,-20,0,9
3024,-20,20,-20,-15,-20,-20,-20,-19,-20,-20,1
3025,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3026,-20,-20,-13,-20,7,-20,-20,-20,-20,-20,4
3027,-20,-20,-20,-20,-14,-20,-15,-20,20,-20,8
3028,18,-20,-19,-20,-20,-20,-17,-20,-20,-20,0
3029,-20,-18,-20,-20,-20,-15,-20,-20,-20,20,9
3030,-20,-20,-20,-20,-20,-16,-20,20,-20,-20,7
3031,-17,-20,-20,-18,-17,20,-16,-20,-20,-20,5
3032,-20,-20,-8,-20,-6,-20,-19,-19,-20,-20,4
3033,-20,-20,-20,-13,-19,-18,-11,-12,20,-16,8
3034,-20,-13,-16,-18,-18,-20,-10,-14,20,-13,8
3035,-18,-4,-11,4,-11,-11,-16,-18,-20,-16,3
3036,-10,-20,-6,-20,-20,-20,-1,-20,-20,-20,6
3037,-20,-18,-20,16,-20,-20,-20,-20,-20,-20,3
3038,-6,-11,12,-4,4,-8,5,-5,1,-9,2
3039,-20,-20,-20,-20,-12,-20,-20,-20,20,-20,8
3040,-20,-20,-14,-20,-3,-20,-8,-20,-20,-20,4
3041,-20,-20,8,-20,-19,-20,-18,-20,-20,-20,2
3042,-20,-18,-20,-20,-20,6,-20,-18,-20,-9,5
3043,-20,-20,-20,-20,-20,-19,-20,-20,-20,20,9
3044,-20,-20,11,-20,-20,-20,-16,-20,-20,-20,2
3045,-14,-4,-20,-4,-18,-20,-16,-17,-20,-20,1
3046,-17,-20,-16,-9,-20,-17,-12,-16,20,-20,8
3047,-20,-13,-16,1,-6,-19,-9,-16,-19,-20,3
3048,-16,-15,-1,-15,-16,-20,-7,-16,-20,-20,2
3049,-12,-17,-9,-18,-3,-16,-12,-12,17,-17,8
3050,-20,-20,-15,20,-20,-20,-20,-20,-20,-20,3
3051,-14,-10,-20,-1,-20,-20,-18,-20,-20,-20,3
3052,-10,-3,3,-14,-10,-7,-6,-9,-8,-18,2
3053,-14,9,-14,-20,-19,-20,-7,-14,-20,-18,1
3054,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
3055,15,-20,-16,-15,-20,-20,-11,-20,-20,-16,0
3056,-20,20,-20,-14,-20,-20,-20,-20,-20,-20,1
3057,-20,-20,-20,-20,-20,-16,-20,-18,20,-20,8
3058,-18,-20,0,-20,6,-20,-20,-19,-20,-20,4
3059,-15,20,-20,-12,-15,-19,-15,-20,-20,-20,1
3060,-20,-20,-20,-20,-20,19,-20,-20,-20,-16,5
3061,-20,-20,-17,-20,-14,-20,-20,-16,20,-20,8
3062,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3063,-20,-18,-20,-16,-20,20,-20,-11,-20,-18,5
3064,-10,-17,-20,-13,-18,-11,-16,-10,20,-14,8
3065,10,-20,-3,-12,-11,-10,1,-8,-20,-16,0
3066,-20,-20,-20,-20,-20,-17,-19,17,-20,-20,7
3067,-20,-20,-20,-20,-20,-18,-20,-14,3,-11,8
3068,-17,-18,-20,-20,-20,-8,-18,5,-20,-18,7
3069,-20,-20,-20,-20,-20,9,-20,-20,-20,-6,5
3070,-14,-20,-20,-9,-20,-20,-15,-17,-17,-7,9
3071,-20,-20,-20,-19,-20,0,-18,-20,-19,-1,5
3072,-20,-17,-20,-20,-20,11,-16,-14,-20,-20,5
3073,-20,-11,-20,16,-20,-20,-20,-20,-20,-20,3
3074,-6,-20,-20,-18,-16,-20,-8,-20,-14,-14,0
3075,-20,-20,-20,-20,-20,-19,-20,17,-20,-13,7
3076,-20,-20,-20,-8,-20,-20,-19,-20,20,-20,8
3077,-20,-20,-9,-20,-3,-20,-19,-20,-15,-20,4
3078,-20,-20,-20,-20,-20,5,-20,-4,-20,-20,5
3079,-20,10,-20,-17,-20,-20,-20,-20,-20,-20,1
3080,11,-20,-12,-17,-2,-14,8,-9,-15,-10,0
3081,-20,-20,5,-20,-11,-20,-11,-19,-20,-20,2
3082,-20,-20,0,-20,-14,-10,-10,-14,-18,-13,2
3083,-20,-20,-16,-20,12,-20,-19,-20,-20,-20,4
3084,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
3085,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3086,-20,-20,-20,-18,-20,-17,-16,19,-20,-20,7
3087,-20,-20,-20,-13,-20,-12,-16,-4,-20,-2,9
3088,-20,-20,-20,-20,-20,-20,-20,15,-20,-19,7
3089,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
3090,-17,-20,-14,-20,-20,20,-14,-12,-20,-20,5
3091,-20,-19,-8,-15,-10,-12,-9,-12,20,-18,8
3092,-20,-20,-20,-20,-20,-1,-20,-7,-20,-20,5
3093,-14,-15,-1,-5,-2,-11,3,-15,19,-10,8
3094,-20,-18,-20,-20,-20,20,-20,-20,-20,-10,5
3095,-20,-20,-15,8,-20,-20,-20,-20,-20,-20,3
3096,7,-16,-16,-10,-20,-19,-8,-10,-13,-7,0
3097,-17,-20,-20,-17,-20,-8,-20,-17,-20,19,9
3098,-20,-20,-20,-20,-20,-18,-19,20,-20,-20,7
3099,-20,-20,4,-18,-4,-18,-16,-20,-20,-20,2
3100,16,-20,-20,-20,-20,-20,-15,-20,-20,-20,0
3101,2,-20,-20,-16,-20,-20,-6,-20,-20,-20,0
3102,-20,-19,-20,-20,-13,-14,-18,-11,20,-13,8
3103,-10,-17,-7,4,-7,-20,-3,-15,-20,-20,3
3104,18,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
3105,-20,-16,-20,-20,-20,-5,-20,1,-20,-15,7
3106,-20,-20,-9,-2,-9,-20,-16,-20,-20,-20,3
3107,-20,-20,-20,-20,-20,-18,-20,15,-20,-20,7
3108,-16,-20,-6,-15,-20,-14,7,-15,-20,-20,6
3109,-18,-19,-20,-11,-16,-3,-13,-8,-3,-15,5
3110,-20,-11,-5,-20,-7,-18,-14,-19,-20,-20,2
3111,-20,-20,-20,-20,-20,-17,-20,5,-20,-11,7
3112,9,-19,-20,-8,-20,-15,-6,-14,-17,-14,0
3113,-3,-19,-20,-9,-20,-20,-10,-19,-20,-20,0
3114,-20,-20,-17,-20,14,-20,-17,-20,-20,-20,4
3115,20,-20,-17,-18,-20,-20,-17,-20,-20,-20,0
3116,-20,-20,-3,-20,-1,-20,-14,-19,-20,-20,4
3117,-20,-20,-20,-20,-20,-20,-20,2,-20,-9,7
3118,-20,-20,-20,-20,-20,-20,-17,-18,20,-20,8
3119,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
3120,-11,-15,-20,4,-20,-20,-20,-20,-16,-19,3
3121,-20,-19,-20,-20,-16,-20,-20,-16,20,-20,8
3122,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3123,-20,-20,-20,-20,-20,-7,-20,9,-20,-13,7
3124,-20,-20,-13,20,-11,-20,-18,-20,-20,-20,3
3125,-20,-20,-19,-20,-11,-20,13,-20,-20,-20,6
3126,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
3127,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3128,-20,-20,-20,-20,-6,-20,2,-20,-20,-20,6
3129,2,-12,-20,-16,-14,-18,0,-16,-15,-20,0
3130,-18,-16,-18,-16,-20,-11,-16,-12,-18,4,9
3131,-7,-11,-4,-1,-9,-10,-6,-9,20,-13,8
3132,-20,-20,-9,-20,3,-20,-12,-19,-20,-20,4
3133,-11,-18,-15,-20,-14,-20,-12,-17,6,-19,8
3134,-12,-20,8,-12,-7,-20,-11,-16,-20,-20,2
3135,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3136,-20,-20,-20,-20,-20,-18,-18,20,-20,-20,7
3137,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3138,-20,-13,-20,3,-20,-20,-20,-17,-15,-20,3
3139,8,-20,-20,-20,-18,-20,-4,-20,-20,-20,0
3140,5,-20,-20,-1,-20,-20,-7,-19,-20,-20,0
3141,20,-20,-20,-20,-20,-20,-16,-20,-20,-20,0
3142,-20,-20,-20,-16,-20,-6,-13,6,-20,-20,7
3143,-18,-20,-19,-10,-16,-19,-14,-20,20,-20,8
3144,-20,-20,-20,-20,-20,-20,-19,20,-20,-20,7
3145,-20,-20,-20,-20,-10,-20,14,-20,-20,-20,6
3146,-20,-20,-20,-20,-20,15,-20,-20,-19,-15,5
3147,-20,-19,9,-20,-19,-20,-20,-16,-20,-20,2
3148,-20,-20,-20,-20,-14,-20,12,-20,-20,-20,6
3149,-20,-20,-20,-20,-20,-20,-20,18,-20,-20,7
3150,-19,-20,-20,-17,-20,17,-18,-17,-20,-20,5
3151,-20,-20,-20,-20,-20,-8,-20,-20,-20,-1,9
3152,-14,-19,-8,-20,-8,-19,-4,-20,7,-9,8
3153,-20,-20,-20,-20,-20,-20,-20,-19,-20,20,9
3154,-20,-20,-20,-20,-20,-19,-20,20,-20,-20,7
3155,-20,-7,-20,12,-20,-19,-20,-20,-19,-20,3
3156,-20,-20,13,-20,-20,-20,-19,-20,-20,-20,2
3157,-20,-20,-11,-20,7,-20,-12,-20,-20,-20,4
3158,-20,-20,-20,-20,-20,-20,-20,-20,20,-20,8
3159,-20,-17,-17,10,-14,-17,-20,-20,-20,-20,3
3160,-20,-20,-20,-20,-20,-14,-20,-14,-20,11,9
3161,-12,-15,-19,-13,-18,14,-11,-11,-20,-20,5
3162,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3163,-20,-20,-20,-20,-9,-20,12,-20,-20,-20,6
3164,-17,-20,3,-20,-16,-17,-10,-19,-20,-20,2
3165,-20,-20,-3,-20,-14,-20,-9,-20,-20,-20,2
3166,-20,-20,-20,-19,-20,-7,-20,8,-20,-20,7
3167,-6,-20,-20,3,-20,-20,-20,-20,-20,-20,3
3168,-20,-16,-12,-20,-14,-20,-14,-20,20,-18,8
3169,-20,-20,-20,-20,-20,5,-20,-2,-20,-20,5
3170,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3171,-20,-20,-20,-14,-20,-17,-13,-17,20,-12,8
3172,-20,-20,-20,-20,-20,-19,-20,-20,-20,20,9
3173,-20,-20,8,-20,-12,-20,-17,-19,-20,-20,2
3174,-20,-18,3,-20,-18,-16,-17,-15,-20,-18,2
3175,-20,20,-20,-13,-20,-20,-20,-20,-20,-20,1
3176,-20,-20,-12,-20,-19,-20,-7,-20,-20,-20,6
3177,-20,-20,8,-20,-20,-20,-10,-20,-20,-17,2
3178,-20,-20,-20,-20,-20,-20,-18,20,-20,-18,7
3179,-20,-20,-4,-18,2,-20,-16,-20,-20,-20,4
3180,3,-16,-18,-20,-16,-12,-8,-20,-18,-20,0
3181,-14,-20,-5,-20,-4,-14,0,-13,-11,-20,6
3182,-20,-20,-20,-20,1,-20,-9,-20,-20,-20,4
3183,-9,-12,-11,-8,-12,-9,-12,-8,11,-18,8
3184,-20,-20,-20,-20,-20,-18,-20,-18,-20,8,9
3185,-20,-20,-20,-20,-20,-14,-20,17,-20,-20,7
3186,-20,-11,-20,-20,-20,-5,-15,-13,-16,4,9
3187,-12,-18,-10,-13,-18,-20,-6,-11,-12,-20,6
3188,-15,-10,-1,-20,-12,-12,0,-15,0,-14,6
3189,-20,-20,-19,-20,-19,-20,-19,-20,20,-20,8
3190,-20,-20,2,-20,-1,-20,-20,-20,-20,-20,2
3191,-3,-20,-20,-17,-20,-20,-1,-20,-20,-20,6
3192,9,-13,-19,-16,-8,-19,-5,-20,-18,-20,0
3193,-20,-20,-20,-20,-14,-20,9,-20,-20,-20,6
3194,-20,-20,-20,16,-20,-20,-20,-19,-20,-20,3
3195,-17,-14,-20,-9,-13,-20,-19,-18,-11,-20,3
3196,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
3197,-20,-20,-20,-18,-20,15,-18,-20,-20,-8,5
3198,-8,-20,-1,-19,-10,-13,-2,-11,-11,-20,2
3199,-20,-20,-20,-20,-20,-20,-20,4,-20,-6,7
3200,-20,-20,-20,-19,-20,12,-17,-15,-20,-18,5
3201,-9,-20,-20,-3,-20,-20,-20,-20,-20,-20,3
3202,-20,-20,-20,-20,-20,-20,-20,-11,-20,-12,7
3203,-20,-20,4,-20,-14,-18,-2,-12,-20,-20,2
3204,-20,-20,11,-20,-16,-20,-13,-19,-20,-20,2
3205,-15,-20,-20,1,-20,-20,-20,-20,-20,-20,3
3206,-20,-20,-20,-20,-20,0,-20,-17,-20,-8,5
3207,-20,20,-20,-13,-20,-20,-20,-20,-20,-20,1
3208,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3209,-8,-20,-7,-13,-15,-14,0,-13,-15,-20,6
3210,-20,-20,-20,-20,-20,-15,-18,20,-20,-20,7
3211,4,-18,-14,-3,-13,-17,-3,-9,-12,-16,0
3212,-20,-20,-19,-20,-17,-19,-17,-13,20,-20,8
3213,-20,-19,-19,-20,-20,-20,-20,-19,20,-20,8
3214,-20,-20,-20,-20,-20,-20,-20,18,-20,-17,7
3215,-20,-20,-18,-18,-20,10,-12,-4,-20,-20,5
3216,-8,-10,4,-5,-4,-4,0,2,-5,0,2
3217,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
3218,-20,-17,-20,-20,-20,20,-20,-17,-20,-20,5
3219,-20,-18,-20,-20,-20,10,-16,-6,-20,-20,5
3220,-20,-20,-17,1,-4,-20,-17,-20,-20,-20,3
3221,11,-20,-20,-20,-20,-20,-13,-20,-20,-20,0
3222,-20,-20,-20,-20,-20,-16,-18,16,-20,-20,7
3223,-20,20,-19,-20,-20,-20,-20,-20,-20,-20,1
3224,-20,-20,-14,-20,-2,-20,-11,-20,-20,-20,4
3225,-20,-18,-2,-20,-6,-20,-7,-13,-15,-19,2
3226,13,-20,-20,-20,-20,-20,-14,-20,-20,-20,0
3227,-20,-20,-20,-20,-20,-16,-20,-20,-20,17,9
3228,-20,-20,-20,-20,-20,-19,-20,-1,-20,-11,7
3229,7,3,10,0,5,-6,8,-5,-9,-12,2
3230,4,-13,-13,-5,-8,-15,-1,-13,-19,-9,0
3231,-20,-20,-13,-20,-18,-20,-16,-20,19,-20,8
3232,18,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
3233,-20,-20,-20,-20,-20,7,-20,-11,-20,-20,5
3234,-19,-20,-20,-19,-20,15,-20,-19,-20,-20,5
3235,-20,-20,-20,-16,-19,-20,-18,-19,20,-20,8
3236,-16,-12,-6,-20,-18,-13,-7,-11,10,-17,8
3237,-18,-20,7,-19,0,-20,-17,-20,-20,-20,2
3238,-20,-20,-20,-20,-20,-6,-20,-5,-20,-3,9
3239,-3,-20,-19,-16,-20,-20,-15,-20,-20,-20,0
3240,-20,-20,-14,-20,-9,-20,-8,-20,-20,-20,6
3241,-20,-20,-3,-20,2,-20,-20,-20,-20,-20,4
3242,-12,-20,-11,-14,-7,-15,-7,-14,20,-20,8
3243,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
3244,-10,-9,5,-1,0,-6,4,-15,-5,-17,2
3245,-20,-20,-20,-20,11,-20,-16,-20,-20,-20,4
3246,-14,-20,-7,-13,-17,-10,-13,-10,10,-9,8
3247,18,-20,-18,-20,-20,-17,-13,-20,-20,-20,0
3248,-20,-20,-20,-20,-20,-11,-20,11,-20,-20,7
3249,-17,-19,-17,-15,-20,20,-11,-20,-19,-18,5
3250,-14,-14,-15,-13,-17,-19,-7,-15,20,-16,8
3251,-20,-20,-20,-20,-20,-20,-20,11,-20,-14,7
3252,-19,-16,-20,-17,-20,-5,-19,1,-20,-13,7
3253,-16,-16,-19,-12,-20,-14,-20,-3,-12,-20,7
3254,-20,-20,-20,-20,-20,20,-20,-11,-20,-17,5
3255,-8,-20,-19,-6,-18,-20,-10,-20,-20,-20,3
3256,-20,-20,-20,-18,-20,-13,-20,7,-20,-15,7
3257,-20,-20,-20,-20,-4,-20,3,-19,-20,-20,6
3258,-12,-20,-13,-19,-20,-20,-9,-20,-20,-20,6
3259,-20,-20,14,-20,-17,-20,-14,-20,-20,-18,2
3260,13,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
3261,-16,-3,-20,7,-20,-17,-13,-16,-20,-14,3
3262,-20,-20,-12,-20,0,-20,-19,-18,-20,-20,4
3263,-20,-20,2,-20,-9,-20,-10,-20,-20,-20,2
3264,20,-20,-16,-20,-20,-18,-16,-20,-20,-20,0
3265,-20,-16,-15,-19,-11,-8,-16,-14,-7,-8,8
3266,-20,-20,-20,-20,-20,-16,-20,-20,-20,20,9
3267,-20,-20,-16,-20,1,-20,-18,-20,-20,-20,4
3268,-20,-19,-20,-15,-20,20,-20,-11,-20,-16,5
3269,-20,-15,-4,-17,-12,-19,-6,-13,-20,-20,2
3270,-20,-17,-20,-6,-8,-20,-20,-20,-20,-20,3
3271,-20,20,-20,-19,-20,-20,-20,-20,-20,-19,1
3272,-20,-20,3,-20,-19,-20,-18,-20,-20,-20,2
3273,-20,-20,-20,-20,-20,12,-20,-20,-15,-4,5
3274,-20,-20,-20,-20,-20,-20,-20,-11,-20,9,9
3275,20,-20,-18,-15,-20,-20,-7,-17,-20,-17,0
3276,-20,-20,-20,-19,-20,4,-17,-16,-20,-13,5
3277,-7,-20,-8,-20,-19,-14,-7,-17,-20,-20,0
3278,-19,-20,13,-20,-20,-20,-14,-20,-20,-20,2
3279,-20,-20,-20,-20,-20,3,-18,-8,-20,-20,5
3280,20,-20,-20,-20,-20,-20,-13,-20,-20,-20,0
3281,-14,-20,-18,-3,-7,-20,-17,-20,-20,-20,3
3282,-15,-20,-8,-20,-20,-20,-6,-20,-17,-20,6
3283,-5,-20,-20,-14,-20,-20,-19,-20,-20,-20,0
3284,-20,-20,-19,-20,-20,-20,-11,-20,-13,-20,6
3285,-20,-20,-20,-20,-20,-17,-14,20,-20,-17,7
3286,-19,-20,8,-20,-18,-16,-9,-18,-20,-20,2
3287,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
3288,-20,-20,20,-20,-15,-20,-20,-20,-20,-20,2
3289,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
3290,-20,-20,4,-20,3,-20,-18,-20,-20,-20,2
3291,-20,-20,-20,-20,-20,-11,-20,20,-20,-20,7
3292,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
3293,-20,-20,3,-20,-16,-20,-8,-20,-19,-20,2
3294,-20,-19,-20,7,-16,-20,-20,-20,-20,-20,3
3295,-20,-20,-17,-20,5,-20,-18,-20,-20,-20,4
3296,-20,-20,11,-20,-17,-20,-15,-20,-20,-20,2
3297,-20,-20,-17,-20,1,-20,-19,-20,-14,-20,4
3298,-9,-17,-17,6,-6,-20,-18,-20,-20,-19,3
3299,-20,-17,-19,-20,-20,-14,-20,-16,-18,20,9
3300,-20,-20,-20,-20,-20,-17,-20,-20,-20,20,9
3301,-20,-20,-6,-20,-15,-20,6,-20,-20,-20,6
3302,-14,-20,-2,-13,-18,-19,-15,-16,20,-20,8
3303,20,-20,-20,-20,-20,-20,-17,-20,-20,-20,0
3304,-20,-20,-12,-18,-4,-20,-20,-20,-13,-20,4
3305,20,-20,-20,-18,-20,-20,-14,-19,-20,-20,0
3306,18,-20,-20,-18,-13,-20,-10,-20,-20,-20,0
3307,-19,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3308,-20,-20,-20,-20,-20,-20,-20,-13,-20,20,9
3309,-20,-16,-20,20,-20,-20,-20,-16,-20,-19,3
3310,-20,-20,-20,-20,-20,-16,-20,-20,-20,13,9
3311,-9,-13,-8,-10,-13,-15,-16,-13,9,-20,8
3312,-20,-20,-17,-20,-9,-20,-20,-15,20,-20,8
3313,-11,-20,-15,-20,-18,-20,1,-20,-14,-20,6
3314,-20,-20,-20,-20,-20,-20,-20,-20,-20,19,9
3315,-20,-20,-11,-20,8,-20,-14,-20,-20,-20,4
3316,-20,-20,-20,-20,-20,-20,-17,17,-20,-20,7
3317,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
3318,-18,20,-20,-20,-20,-20,-20,-20,-20,-20,1
3319,-20,-20,-20,-20,-19,20,-20,-18,-20,-14,5
3320,-20,-20,-20,-20,-19,-20,-20,-20,20,-20,8
3321,-20,20,-19,-20,-20,-20,-20,-20,-20,-20,1
3322,-9,-18,-20,-9,-20,-20,-20,-20,-20,-20,0
3323,2,-20,-18,-13,-20,-20,-6,-18,-20,-20,0
3324,-20,-20,12,-20,-16,-20,-20,-20,-20,-20,2
3325,-20,-20,3,-20,-8,-20,-16,-20,-20,-20,2
3326,-14,-15,-20,-17,-16,-14,-14,-18,20,-20,8
3327,-8,-20,-20,-13,-20,-20,-14,-20,-20,-20,0
3328,-17,-18,-20,15,-20,-20,-20,-20,-20,-20,3
3329,1,-20,-20,3,-20,-20,-20,-20,-20,-20,3
3330,7,-20,-20,-17,-20,-20,-14,-18,-20,-20,0
3331,7,-20,-15,-2,-20,-20,-11,-15,-20,-16,0
3332,-8,-20,-20,-12,-19,-13,-6,-20,-20,-20,6
3333,-20,-8,-20,10,-20,-18,-20,-14,-20,-20,3
3334,-18,-20,-10,7,-14,-18,-7,-20,-20,-20,3
3335,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
3336,-20,-20,-16,-20,-5,-20,4,-20,-20,-20,6
3337,-13,-9,-12,-10,-10,-9,-4,-9,20,-11,8
3338,-11,-12,-13,-14,2,-17,-8,-17,-20,-17,4
3339,-20,-20,-20,-20,-20,-20,-20,3,-20,-3,7
3340,-20,-20,-20,20,-20,-20,-20,-20,-20,-19,3
3341,12,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
3342,7,-5,13,-2,14,-2,12,9,1,-7,4
3343,-20,-20,-20,-14,-17,19,-17,-14,-18,-20,5
3344,-11,-8,-7,-5,-4,-14,-1,-13,12,-14,8
3345,-18,-17,-6,-13,-10,-11,-6,-11,10,-11,8
3346,-20,-19,-20,-17,-20,-18,-16,-16,20,-18,8
3347,-20,-20,-9,-20,-11,-20,4,-20,-20,-20,6
3348,-15,20,-20,-15,-19,-20,-20,-20,-20,-20,1
3349,-3,-12,-19,-11,-8,-20,-14,-11,3,-20,8
3350,-20,-20,-20,-20,-15,-11,-16,-16,20,-20,8
3351,-20,-20,-20,-20,-20,-20,-20,-6,-20,-8,7
3352,-9,-14,-5,-13,-5,-9,-2,-14,6,-9,8
3353,-20,-20,-20,-20,-20,20,-17,-20,-20,-20,5
3354,-18,-13,-20,-14,-14,-20,-11,-14,20,-20,8
3355,-20,-20,-20,-20,-20,-20,-20,15,-20,-10,7
3356,4,-16,-20,-20,-20,-11,-3,-9,-20,-16,0
3357,-20,-20,-20,-19,-20,-15,-19,20,-20,-20,7
3358,-16,-20,7,-20,-10,-20,-13,-19,-20,-20,2
3359,-20,-20,-20,-20,-20,-10,-18,11,-20,-20,7
3360,-20,-5,-20,-1,-20,-20,-20,-18,-20,-20,3
