sample_index,class0_sum,class1_sum,class2_sum,class3_sum,class4_sum,class5_sum,class6_sum,class7_sum,class8_sum,class9_sum,predicted_label
2116,-20,-18,5,-17,-4,-13,0,-15,-20,-20,2
2117,-10,-20,-10,-20,-20,-20,-10,-20,-20,-20,0
2118,-1,-20,-1,-20,-14,-20,-2,-20,-20,-20,0
2119,-5,-16,-16,20,-19,-18,-9,-12,-20,-20,3
2120,-20,-15,-13,-12,-14,-2,-13,-2,-14,-2,5
2121,-20,-20,-17,-20,-20,1,-20,-7,-15,-20,5
2122,-16,-20,-16,-19,-20,-18,-17,20,-20,-20,7
2123,-20,-20,-12,-20,-6,-20,2,-20,-14,-15,6
2124,-20,-20,-12,-11,3,-14,-18,-20,-20,-20,4
2125,-20,-20,-4,-20,4,-19,-8,-16,-20,-20,4
2126,-16,20,-17,-16,-19,-20,-16,-19,-20,-20,1
2127,-11,-20,8,-16,-2,-15,1,-20,-20,-20,2
2128,-13,-8,-11,6,-14,-18,-11,-15,-19,-20,3
2129,-20,-13,-19,-13,-15,13,-15,-10,-18,-20,5
2130,-17,-20,-11,-18,9,-18,-2,-20,-20,-20,4
2131,-17,-20,-6,-20,-11,-20,-7,-20,-20,-20,2
2132,-20,-20,-20,-19,-20,-20,-20,-20,-18,20,9
2133,-8,20,-15,-20,-18,-20,-19,-19,-18,-20,1
2134,-20,-17,-18,-19,-20,-1,-20,-3,-20,-20,5
2135,-20,-20,-20,-20,-20,-20,-20,-19,-20,20,9
2136,-11,-11,-2,-1,4,-16,2,-15,-15,-20,4
2137,-20,-20,-8,-20,-5,-20,-9,-20,-20,-20,4
2138,-10,-20,7,-18,-10,-14,-5,-20,-19,-20,2
2139,-20,-20,-7,-19,-15,-16,-16,-20,-20,-20,2
2140,15,-20,-16,-19,-12,-20,0,-20,-20,-20,0
2141,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
2142,-20,-19,-15,-20,-17,-6,-13,20,-20,-20,7
2143,-20,-20,-20,-20,-20,-17,-20,20,-20,-20,7
2144,-13,-20,-5,-8,-5,-13,-5,-20,-15,-20,2
2145,-17,-16,2,-8,1,-20,0,-20,-20,-20,2
2146,-20,-20,-20,-20,-20,-18,-20,-5,-17,-16,7
2147,-13,-18,-18,-14,-20,-20,-14,19,-20,-14,7
2148,-11,-20,-16,3,-16,-20,-4,-20,-20,-20,3
2149,9,-20,-20,-13,-20,-18,-4,-20,-20,-20,0
2150,-16,-20,-13,-18,2,-20,-4,-19,-20,-20,4
2151,-5,-17,-6,9,-17,-18,-13,-17,-13,-20,3
2152,-17,-18,5,-11,-6,-20,-12,-20,-20,-20,2
2153,-20,-20,-17,-18,-20,-19,-15,20,-20,-18,7
2154,-18,-17,-7,-12,-13,-19,-5,-8,20,-20,8
2155,-20,-20,-15,-20,-19,-20,-19,20,-20,-20,7
2156,-20,-20,17,-15,-17,-19,-12,-20,-18,-20,2
2157,-13,-16,-17,-17,-20,-13,-16,-17,20,-20,8
2158,16,-15,-9,-18,-20,-13,-15,-20,-13,-20,0
2159,-20,-20,-20,-20,-20,-20,-20,-18,20,-20,8
2160,-20,-20,-20,-20,-20,-20,-20,14,-20,-20,7
2161,-20,-20,-3,-18,0,-20,-9,-20,-20,-20,4
2162,-11,-19,-6,-12,-3,-7,1,-20,-12,-20,6
2163,-6,-17,-6,-20,-10,-20,-1,-20,-12,-20,6
2164,-20,-20,-19,-20,-20,-20,-18,20,-20,-20,7
2165,14,-20,-18,-20,-15,-20,-6,-20,-20,-20,0
2166,-16,-16,-10,-18,-15,-20,-19,-17,-20,20,9
2167,-20,-20,-12,-20,-18,-20,-20,-20,-20,20,9
2168,-20,-18,-20,9,-20,-20,-20,-20,-20,-18,3
2169,-20,20,-19,-16,-20,-20,-20,-20,-20,-20,1
2170,-20,-20,-20,-20,-20,20,-20,-20,-14,-20,5
2171,-20,-20,-16,-20,-20,-20,-20,-14,-17,11,9
2172,-16,-17,-18,19,-20,-20,-17,-20,-20,-20,3
2173,-20,20,-19,-14,-19,-20,-20,-19,-20,-20,1
2174,-17,-20,-11,-10,-18,-20,-20,-20,-18,-20,3
2175,-16,-15,-18,2,-20,-20,-17,-19,-15,-20,3
2176,-20,-5,-20,5,-20,-20,-20,-20,-20,-20,3
2177,-13,-16,-19,-19,-17,20,-12,-19,-15,-11,5
2178,-20,-20,-20,-20,-20,-14,-15,-14,-20,6,9
2179,-20,-13,-18,-20,-20,-9,-19,18,-20,-20,7
2180,-20,-20,-20,-20,-20,-9,-20,-20,-19,20,9
2181,-12,-17,-6,-17,-13,-20,-7,-20,-1,-20,8
2182,-20,2,-20,2,-20,-20,-20,-19,-16,-20,1
2183,-20,-20,-20,-20,-20,20,-14,-15,-20,-20,5
2184,-20,-20,-18,-20,-16,-20,-20,-9,-20,15,9
2185,-13,-9,-15,2,-20,-19,-17,-20,-10,-20,3
2186,-20,-20,-20,-17,-20,-15,-20,20,-19,-20,7
2187,-20,-20,-20,-20,-20,-20,-20,-13,-20,19,9
2188,0,-16,-16,6,-10,-20,-5,-18,-20,-20,3
2189,-9,-20,-20,-16,-14,-20,-2,-20,-20,-20,6
2190,-6,-20,-11,-20,-19,-20,-12,-20,-20,-20,0
2191,-8,-20,-18,-16,-7,-20,-5,-20,-20,-20,6
2192,-15,-15,-16,-17,-11,20,-11,-20,-20,-13,5
2193,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
2194,-20,-20,-10,-20,-20,-11,-17,15,-20,-19,7
2195,-15,-10,7,-16,-5,-17,-8,-13,-11,-20,2
2196,-15,-20,-19,-9,-15,-20,-8,-20,-20,-20,6
2197,-20,-20,-20,-20,-20,5,-20,-7,-20,-20,5
2198,-14,-11,-16,9,-10,-20,-14,-15,-17,-13,3
2199,-13,20,-19,-11,-20,-16,-19,-20,-19,-20,1
2200,-17,20,-19,-12,-19,-20,-20,-20,-20,-20,1
2201,-20,-20,-20,-20,-17,-20,-20,-5,-20,6,9
2202,-20,-20,-1,-20,-4,-16,-8,-19,-20,-20,2
2203,-20,-9,-20,10,-20,-20,-20,-20,-20,-20,3
2204,-20,-20,-14,-20,-20,-20,-20,-9,-20,20,9
2205,-20,-20,-20,-20,-20,12,-20,-14,-20,-20,5
2206,-20,-20,-20,-20,-19,20,-20,-18,-16,-20,5
2207,-20,-20,-19,-20,-20,-14,-20,20,-20,-20,7
2208,-8,-20,6,-20,-17,-13,-3,-20,-20,-20,2
2209,-8,-20,-20,-9,-4,-19,-5,-20,-14,-20,4
2210,-20,-18,-18,-20,-20,-20,-20,-20,-20,20,9
2211,12,-20,-20,-17,-20,-20,-14,-20,-20,-20,0
2212,-15,-20,10,-19,-20,-19,-13,-20,-19,-20,2
2213,-19,18,-20,-9,-20,-20,-20,-20,-19,-20,1
2214,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
2215,-20,-20,-20,-20,-20,-15,-20,18,-20,-20,7
2216,-15,20,-20,-11,-16,-17,-17,-20,-20,-20,1
2217,-20,-20,-20,-11,-17,20,-17,-19,-20,-16,5
2218,7,-20,-10,-14,-20,-14,-10,-20,-20,-20,0
2219,-20,-14,-12,-9,-13,-20,-18,-19,-15,20,9
2220,-19,-20,-13,-19,-19,-1,-19,7,-20,-20,7
2221,-5,-16,0,-15,-3,-10,1,-20,-16,-20,6
2222,-10,-12,-14,6,-14,-19,-7,-20,-17,-20,3
2223,-7,-9,-7,0,-6,3,-17,-10,-10,-14,5
2224,7,-19,-7,-14,-14,-12,-6,-20,-19,-19,0
2225,-20,-16,-18,-1,-3,-16,-18,-20,-20,-20,3
2226,-20,-16,-15,17,-19,-20,-15,-19,-16,-20,3
2227,-20,-20,-17,-20,-20,-16,-20,20,-20,-20,7
2228,-20,-20,-20,-11,-6,-18,-13,-20,-20,-20,4
2229,-5,-9,3,-7,-1,-6,4,-15,-12,-20,6
2230,-11,-20,-10,-20,-15,-12,4,-19,-20,-20,6
2231,-20,-14,-13,-20,-19,-13,-13,-20,18,-20,8
2232,-20,-20,-20,-20,-20,2,-17,1,-16,-20,5
2233,-20,-15,-15,-20,-19,-20,-15,-17,-14,20,9
2234,-19,-20,-9,-20,-6,-20,-8,-20,-20,-20,4
2235,-19,20,-20,-19,-16,-20,-20,-20,-20,-20,1
2236,1,-15,-20,-6,-10,-10,3,-20,-20,-20,6
2237,-20,-16,-20,-18,-15,20,-20,-20,-20,-20,5
2238,-16,-16,-4,-10,-15,12,-18,-9,-20,-12,5
2239,-11,-6,-7,-2,-14,-12,-9,-15,0,-20,8
2240,-13,-13,-17,-14,-16,16,-7,-8,-20,-17,5
2241,-20,-20,-20,19,-20,-20,-20,-20,-20,-20,3
2242,-16,-20,-14,-20,-20,-18,-20,20,-20,-20,7
2243,-18,-20,-2,-20,1,-20,-2,-20,-11,-20,4
2244,-15,-16,-5,-10,4,-14,-11,-20,-10,-20,4
2245,-18,-19,-14,1,-14,-18,-14,-20,-20,-20,3
2246,-20,-16,-19,-20,-14,-20,-20,-19,-20,20,9
2247,-11,-20,-20,-20,-14,-20,-6,-20,-20,-20,6
2248,18,-13,-13,-15,-20,-12,-11,-20,-12,-20,0
2249,-5,-14,-11,-12,-10,-20,-9,-20,-19,-20,0
2250,-20,-20,-18,-20,-14,-20,-15,-20,-20,20,9
2251,-20,20,-20,-14,-20,-20,-20,-19,-20,-20,1
2252,-17,-18,-2,-20,-10,-17,-7,-19,-20,-20,2
2253,-11,-20,-18,-8,-12,-20,-10,-20,-20,-20,3
2254,-20,-12,-19,-12,-20,-20,-20,-20,-20,-20,1
2255,-20,-20,-18,-20,-20,10,-20,-20,-20,-16,5
2256,-15,-1,-20,12,-19,-16,-14,-20,-19,-20,3
2257,-20,-20,-20,-20,-20,-16,-19,-17,20,-20,8
2258,-20,-19,-16,-16,-20,12,-20,-17,-18,-4,5
2259,-15,7,-18,-9,-19,-16,-18,-20,-20,-20,1
2260,-18,20,-20,-18,-20,-20,-20,-20,-20,-18,1
2261,-10,-18,8,-14,-1,-12,3,-18,-14,-20,2
2262,-16,-20,-7,-18,-18,-17,-11,-14,-19,18,9
2263,-20,-20,-10,-20,10,-18,-14,-20,-20,-20,4
2264,15,-17,-17,-7,-12,-16,-4,-20,-13,-20,0
2265,-20,-17,-20,-20,-13,18,-18,-10,-16,-20,5
2266,-13,-20,-12,-19,-11,-20,-4,-20,-20,-20,6
2267,-15,-20,-15,-20,-20,-20,-14,-19,20,-20,8
2268,0,-20,1,-11,-14,-20,-5,-16,-20,-20,2
2269,-14,-13,12,-20,-12,-19,-6,-20,-12,-20,2
2270,-20,-15,-20,-18,-20,-20,-18,-19,-20,20,9
2271,-4,-5,-6,-8,-2,-9,-12,0,20,-18,8
2272,-14,-14,-4,-9,5,-13,-1,-16,-13,-20,4
2273,-20,-20,-14,-20,3,-20,-4,-20,-20,-20,4
2274,-20,-20,-20,-20,-20,-20,-17,-20,20,-20,8
2275,-20,-12,-20,11,-20,-20,-20,-20,-20,-20,3
2276,-20,-16,-20,-14,-20,-13,-13,-9,7,-16,8
2277,19,-14,-13,-7,-14,-14,-5,-13,-11,-20,0
2278,-13,-20,-8,-20,-15,-19,-9,-20,-20,-20,2
2279,0,-12,-8,-12,-7,-17,-2,-14,-2,-20,0
2280,11,-18,-6,-9,-13,-10,-1,-20,-12,-20,0
2281,-20,-19,-2,-20,-6,-16,-11,-15,-20,-20,2
2282,-15,-20,-17,-20,-20,-20,-20,-20,20,-20,8
2283,-20,-16,-20,-20,-20,20,-18,-20,-17,-20,5
2284,-20,-20,-14,-20,-5,-19,6,-20,-19,-20,6
2285,-20,-20,-16,-14,-20,-20,-20,-20,-20,20,9
2286,4,-20,-20,-20,-20,-20,-4,-20,-20,-20,0
2287,-20,-20,-19,-20,-20,-20,-20,-11,-20,12,9
2288,-14,-17,-20,-10,-15,17,-18,-20,-17,-5,5
2289,-20,-12,-19,-19,-20,-20,-18,-18,15,-20,8
2290,14,-19,-20,-20,-20,-16,-3,-20,-20,-20,0
2291,-20,-20,-12,-16,-20,-20,-15,-20,-19,20,9
2292,-15,19,-20,-16,-20,-20,-20,-20,-20,-20,1
2293,-16,-20,-13,-12,-9,-20,-3,-20,-19,-20,6
2294,-20,-20,-20,-20,-19,-20,-19,20,-20,-20,7
2295,-19,-20,1,-16,1,-20,0,-11,-19,-20,2
2296,-20,10,-20,-18,-20,-20,-20,-20,-20,-20,1
2297,-20,-20,-15,-20,-10,-18,-6,-20,-20,-20,6
2298,5,-13,-12,-9,-9,-20,3,-19,-17,-20,0
2299,2,-18,-8,-10,-14,-10,-7,-7,-17,-20,0
2300,-20,-20,-12,-20,-1,-20,-8,-20,-20,-20,4
2301,-17,-17,-15,-13,-20,20,-15,-20,-20,-20,5
2302,5,-20,-4,-12,-14,-16,-4,-20,-19,-20,0
2303,-20,-20,-17,-20,1,-20,-9,-20,-20,-20,4
2304,-6,-15,-11,-17,-16,-18,-19,-16,20,-20,8
2305,-20,-20,-19,-20,-20,6,-20,-6,-18,-20,5
2306,-20,-20,-20,-20,-20,20,-20,-14,-20,-20,5
2307,-20,-20,-10,-20,-19,-15,-14,-19,-20,-20,2
2308,6,-20,-20,-14,-13,-20,-2,-20,-20,-20,0
2309,-19,-20,-20,-18,-1,-20,-9,-20,-20,-20,4
2310,-20,-19,-17,-9,-15,-20,-14,-20,20,-20,8
2311,-20,-9,-9,-3,-9,-20,-6,-15,-11,-20,3
2312,-20,-20,-15,-17,-8,-20,-18,-20,-10,-20,4
2313,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
2314,-18,-5,-17,-6,-17,-10,-15,-15,-14,20,9
2315,-7,-7,6,-8,-5,-10,-5,-17,-10,-20,2
2316,-20,-20,-15,-20,-20,-20,-17,-6,-18,8,9
2317,-20,-20,-20,-20,-20,-9,-20,20,-18,-20,7
2318,-20,-18,-5,-3,-18,-16,-20,-20,-20,-20,3
2319,-3,-20,-20,-20,-12,-20,-9,-20,-20,-20,0
2320,-15,-17,8,-4,0,-11,-13,-20,-14,-20,2
2321,-19,-19,-12,-18,-20,-9,-10,-16,10,-20,8
2322,-10,-20,-8,-5,-20,-20,-4,-20,-20,-20,6
2323,-20,-20,-6,-20,-10,-20,-13,-20,-20,-20,2
2324,-17,-14,-10,-13,-20,-12,-18,-14,20,-20,8
2325,-20,-19,-17,-20,-20,16,-19,-2,-20,-20,5
2326,-10,-20,-11,-20,-18,-20,-3,-20,-20,-20,6
2327,-20,-20,-20,-20,-17,-20,-15,-20,20,-20,8
2328,-20,-20,-20,10,-16,-20,-20,-20,-20,-20,3
2329,2,-17,-13,-3,-20,-14,-14,-20,-18,-20,0
2330,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
2331,-20,-20,-2,-20,5,-20,-16,-20,-20,-20,4
2332,-6,-20,-7,-14,-6,-20,-7,-20,-20,-20,0
2333,20,-19,-19,-20,-20,-18,-6,-20,-20,-20,0
2334,-20,-19,-9,-20,7,-20,-9,-20,-20,-20,4
2335,-19,-17,-14,-14,-20,-7,-13,-17,-15,14,9
2336,9,-10,-14,-1,-10,-7,-4,-17,-14,-20,0
2337,-7,-14,3,-7,-3,-13,1,-18,-20,-20,2
2338,-19,20,-13,-14,-16,-16,-18,-19,-19,-20,1
2339,-20,-9,-18,-18,-20,-20,-20,-20,-20,20,9
2340,-15,-12,-19,-17,-12,-20,-20,-20,-16,20,9
2341,-20,-20,-19,-19,-18,-20,-19,-20,20,-20,8
2342,-20,13,-18,-6,-20,-19,-12,-15,-20,-17,1
2343,-20,-20,-18,-20,-18,-14,-19,-20,-10,-20,8
2344,-13,-11,-18,-11,-13,-17,-8,-16,20,-20,8
2345,-9,-14,-9,11,-9,-18,-2,-18,-20,-15,3
2346,-16,-15,-15,16,-11,-20,-10,-20,-20,-20,3
2347,-11,-20,-14,-4,-14,-20,-8,-20,-20,-20,3
2348,-17,-17,-15,-20,-20,-6,-7,-12,12,-20,8
2349,-16,-20,-16,-17,-17,20,-20,-20,-20,-8,5
2350,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
2351,-11,-14,-6,-6,-9,-16,-7,-16,-16,-20,2
2352,-6,-20,-3,-20,-7,-20,-2,-20,-17,-20,6
2353,-18,-16,-13,-20,-20,-20,-13,-15,14,-20,8
2354,-20,-20,-20,-20,-20,-17,-20,10,-20,-20,7
2355,-8,-20,-12,2,-15,-14,-13,-20,-20,-20,3
2356,-17,-20,-19,3,-17,-20,-20,-20,-20,-20,3
2357,6,-20,-17,-13,-20,-19,-18,-20,-20,-20,0
2358,-7,-18,-10,-17,-10,-15,-9,-20,-2,-20,8
2359,3,-20,-15,-17,-5,-15,1,-16,-15,-20,0
2360,-20,-20,-20,-20,-20,20,-20,-15,-20,-20,5
2361,-20,-20,-20,-20,-20,-1,-20,20,-20,-20,7
2362,-20,-20,-11,-20,-20,0,-16,-8,-20,-20,5
2363,13,-14,-13,-14,-15,-20,-9,-20,-15,-20,0
2364,-20,-20,-15,-19,-20,-20,-20,14,-20,-20,7
2365,-20,-20,-18,-17,-20,-18,-20,-20,-20,20,9
2366,-20,20,-18,-20,-20,-20,-20,-20,-20,-20,1
2367,-12,-13,-3,-15,-2,-20,-1,-13,-12,-20,6
2368,-20,-20,-11,-20,10,-20,-10,-20,-20,-20,4
2369,-20,-20,-17,-20,-20,-20,-20,-17,13,-20,8
2370,-20,-19,-20,-15,-18,-20,-18,-19,-20,20,9
2371,-20,-7,-18,8,-18,-20,-20,-19,-20,-20,3
2372,-20,-12,-15,-20,-17,20,-14,-10,-17,-20,5
2373,-14,-20,0,-19,-11,-16,-5,-20,-18,-20,2
2374,14,-17,-7,-20,-7,-20,-2,-20,-20,-20,0
2375,-19,-20,-1,-16,0,-17,-14,-20,-20,-20,4
2376,-20,-19,-13,-20,1,-17,-9,-20,-20,-20,4
2377,-19,-15,-13,-20,-20,15,-16,-2,-12,-17,5
2378,-13,-16,-15,-20,-17,-13,-14,-13,20,-16,8
2379,-7,-12,-17,-5,-16,-4,-14,-14,-20,15,9
2380,-19,14,-18,-13,-20,-20,-20,-20,-20,-20,1
2381,-20,-19,-20,-20,-15,-16,-16,-18,1,-20,8
2382,-12,-20,-10,-16,-10,-20,-8,-20,-20,-20,6
2383,-19,-19,-13,-20,-12,12,-16,-20,-18,-11,5
2384,-14,-19,-18,-20,-17,13,-15,-15,-17,-13,5
2385,-18,-20,-16,10,-17,-15,-15,-20,-16,-20,3
2386,-14,14,-20,-11,-19,-20,-20,-20,-20,-20,1
2387,-20,20,-20,-5,-20,-20,-20,-20,-20,-20,1
2388,-20,-20,-14,-16,-20,-19,-7,-20,1,-20,8
2389,-12,-16,-18,-17,-20,-17,-20,-20,20,-20,8
2390,-20,-20,1,4,-11,-19,-14,-18,-20,-20,3
2391,5,-17,-9,-7,-10,-15,-3,-20,-10,-20,0
2392,-20,-20,-19,-20,-20,-12,-19,20,-20,-20,7
2393,18,-20,-12,-20,-20,-20,-8,-20,-20,-20,0
2394,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
2395,-17,-12,-20,-20,-15,-14,-17,-20,15,-20,8
2396,-5,-6,-13,2,-11,-10,-8,-17,-10,-20,3
2397,-7,-14,-20,-20,-20,-20,-19,-20,-20,-20,0
2398,-20,-20,-4,-17,2,-20,3,-20,-20,-20,6
2399,-17,-13,-20,-20,-20,-12,-20,-14,-18,20,9
2400,-20,-20,-14,-20,-20,-20,-18,-20,16,-20,8
2401,-18,-13,-9,-12,-11,-11,-3,-7,-6,2,9
2402,-20,-15,-20,-20,-7,-18,-9,-20,18,-20,8
2403,-12,-15,-17,-19,-19,-20,-14,-20,7,-20,8
2404,-20,-20,5,-20,-12,-20,-11,-19,-20,-20,2
2405,-20,-17,-13,-20,-17,-20,-20,-20,-19,20,9
2406,-20,20,-20,-16,-20,-20,-20,-20,-20,-20,1
2407,-20,-20,-20,-20,-20,-19,-20,-20,19,-20,8
2408,-20,-20,-20,-20,6,-20,-3,-20,-20,-20,4
2409,-12,-20,-9,-20,-1,-20,-7,-20,-20,-20,4
2410,-20,-20,-20,-18,-19,2,-20,0,-20,-20,5
2411,-20,-20,-14,-18,-16,-17,-9,20,-20,-20,7
2412,17,-19,-19,-20,-20,-20,-8,-20,-20,-20,0
2413,-14,-7,-16,-8,-18,8,-15,-20,-16,-10,5
2414,-20,20,-20,-19,-20,-20,-18,-20,-20,-20,1
2415,-18,-4,-19,-15,-20,-20,-17,-20,-20,-20,1
2416,-1,-20,-16,-18,-10,-20,-4,-20,-17,-20,0
2417,7,-20,-12,-8,-16,-12,4,-20,-20,-20,0
2418,-19,-20,-14,-20,-18,-20,-6,-20,-20,-20,6
2419,-10,-20,-14,-10,-1,-18,2,-20,-20,-20,6
2420,2,-20,-3,-15,-20,-20,-15,-20,-17,-20,0
2421,-20,-20,-12,-20,1,-20,3,-19,-16,-20,6
2422,-13,-16,-15,15,-20,-15,-20,-19,-12,-20,3
2423,-20,-20,-17,-19,-20,11,-17,-7,-17,-20,5
2424,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
2425,-19,-20,7,-20,-8,-20,-3,-20,-20,-20,2
2426,-20,-17,-20,20,-20,-20,-20,-20,-20,-20,3
2427,-20,-17,-20,19,-20,-20,-20,-20,-20,-20,3
2428,-18,-20,-8,-19,1,-12,-2,-20,-20,-20,4
2429,-20,-20,-20,-20,0,-19,-19,-20,-20,-20,4
2430,-20,-11,-12,-17,-15,20,-10,-12,-10,-12,5
2431,2,-11,-15,-17,-20,-18,-9,-20,-20,-20,0
2432,-20,-20,-14,-19,-20,-20,-16,-20,-20,20,9
2433,-13,-13,-13,-14,-20,-18,-14,-11,20,-20,8
2434,-12,-4,-13,15,-15,-12,-8,-11,-15,-20,3
2435,-13,-20,-5,-3,0,-20,-4,-20,-20,-20,4
2436,-18,20,-20,-19,-17,-20,-20,-20,-20,-20,1
2437,20,-18,-11,-14,-15,-19,-12,-17,-20,-20,0
2438,-10,-16,-4,-20,-11,-20,-11,-20,-9,-20,2
2439,-20,20,-20,-17,-20,-20,-20,-20,-20,-20,1
2440,-20,-20,-2,-20,6,-20,-1,-15,-16,-20,4
2441,-20,-20,-7,-15,16,-20,-15,-20,-19,-20,4
2442,-20,-20,-9,-15,-10,-20,-20,-20,-20,-20,2
2443,-19,-10,-14,-16,-9,-15,-11,-16,15,-20,8
2444,-20,-20,4,-20,0,-20,-11,-20,-20,-20,2
2445,-20,-20,-16,-20,-20,-20,-19,-19,-20,20,9
2446,16,-9,-11,-3,-18,-7,-6,-18,-19,-20,0
2447,-15,-13,-15,-5,-16,-17,-14,-16,-15,1,9
2448,-20,-20,-20,-20,-20,-20,-20,-20,-20,18,9
2449,-20,-20,-20,-20,-20,-4,-20,1,-20,-16,7
2450,-10,-14,-17,-20,-4,-20,-10,-19,-20,-20,4
2451,-5,-20,-2,-14,-14,-16,1,-20,-14,-20,6
2452,14,-17,-6,-18,-16,-15,1,-18,-15,-20,0
2453,-15,-15,-17,-14,-16,17,-14,-17,-17,-20,5
2454,8,-11,-13,3,-5,-10,-3,-16,-15,-20,0
2455,-20,-20,-11,-4,-4,-16,-12,-20,-13,-20,3
2456,-16,-17,-17,-8,-17,-20,-16,-14,-20,20,9
2457,-20,-20,-20,-20,-20,-1,-20,8,-20,-20,7
2458,-19,-14,-8,1,-8,-20,-11,-17,-17,-20,3
2459,-18,-20,-15,-20,-16,-20,0,-20,-16,-20,6
2460,-20,20,-20,-10,-20,-20,-20,-20,-20,-20,1
2461,-20,-20,-20,-14,-20,-20,-20,-20,-20,11,9
2462,-20,-20,-3,-20,-12,-18,-10,-19,-20,-20,2
2463,-19,13,-20,-16,-20,-20,-19,-20,-20,-20,1
2464,0,-20,-16,-16,-10,-14,-1,-19,-18,-20,0
2465,-20,-20,-20,-20,-4,-20,-6,-20,-20,-20,4
2466,-20,-19,-20,-20,-20,14,-20,-7,-20,-20,5
2467,-20,-20,-12,-20,11,-19,-2,-16,-20,-20,4
2468,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
2469,-20,-20,-12,-20,-4,-20,-3,-20,-20,-20,6
2470,-13,-13,-13,-10,-14,-13,-13,-17,17,-20,8
2471,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
2472,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
2473,-20,-20,-13,-20,11,-20,-5,-20,-20,-20,4
2474,-20,-20,-20,-19,-20,19,-20,-14,-20,-13,5
2475,-20,-12,-19,6,-20,-20,-20,-20,-20,-20,3
2476,-18,-20,-9,-16,-4,-20,-14,-20,-17,-20,4
2477,-20,-20,-20,-20,-20,-20,-20,-20,20,-20,8
2478,-20,-1,-20,4,-20,-20,-20,-20,-20,-20,3
2479,1,-18,2,-20,-13,-20,-7,-20,-19,-20,2
2480,-20,-20,-10,-16,-8,-20,1,-20,-19,-20,6
2481,-20,-16,-15,-19,-19,-19,-11,-20,20,-20,8
2482,-20,-20,-18,-20,-20,-20,-20,-20,-20,20,9
2483,20,-19,-18,-20,-17,-14,-3,-20,-20,-20,0
2484,-20,-20,-20,-20,-20,18,-20,-20,-19,-20,5
2485,-3,-13,0,-2,-4,-16,-8,-19,-14,-20,2
2486,-17,-12,17,-11,-13,-20,-12,-16,-14,-20,2
2487,-12,-14,-3,-13,-1,-18,-2,-18,-15,-20,4
2488,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
2489,-16,-4,-20,8,-20,-20,-14,-20,-19,-20,3
2490,-5,-13,-16,-20,-17,-20,-13,-20,4,-20,8
2491,-19,-19,0,-14,-11,-16,-7,-19,-18,-20,2
2492,-11,-13,-10,-18,-19,-20,-19,-20,20,-20,8
2493,-18,-18,-15,-17,-19,20,-14,-11,-20,-20,5
2494,-20,-19,-15,-20,-17,-20,-17,-10,-20,20,9
2495,-20,-20,12,-13,-5,-13,-1,-20,-18,-20,2
2496,-20,-14,-20,10,-20,-20,-20,-20,-20,-20,3
2497,-20,20,-20,-15,-20,-20,-20,-20,-20,-20,1
2498,-9,-20,-10,-12,-13,-20,-3,-20,-20,-18,6
2499,-20,-14,-20,12,-20,-20,-20,-20,-20,-20,3
2500,-20,-20,3,-20,-7,-20,-9,-20,-20,-20,2
2501,-10,-20,-3,-18,-13,-20,-13,-20,-20,-20,2
2502,-20,-19,-17,-20,-17,-14,-18,20,-20,-20,7
2503,-8,-15,-9,-16,-20,-18,-12,-15,1,-20,8
2504,-19,20,-20,-17,-20,-20,-20,-20,-20,-20,1
2505,-13,-20,9,-18,-8,-20,-10,-20,-20,-20,2
2506,-9,-20,4,-13,-2,-20,-2,-18,-15,-20,2
2507,-19,-14,-11,-4,1,-20,-12,-17,-16,-20,4
2508,-9,-17,-12,-10,-14,-17,-7,-20,-19,-20,6
2509,-19,-20,-1,-10,-6,-20,-8,-20,-20,-18,2
2510,-20,-16,1,-11,-17,-20,-1,-17,20,-20,8
2511,-20,-20,-20,-20,-20,-2,-16,-16,-20,-9,5
2512,2,-20,-19,-20,-19,-20,-10,-20,-20,-20,0
2513,-15,-17,-8,-20,-18,-20,-18,-20,14,-20,8
2514,-19,-19,-16,-15,-19,15,-20,-20,-19,-20,5
2515,-20,-17,13,-10,-20,-15,-14,-20,-20,-20,2
2516,-20,-19,-16,-20,-20,-20,-18,20,-20,-20,7
2517,1,-9,-10,-11,-11,-8,-5,-8,8,-19,8
2518,-20,18,-20,-11,-20,-20,-20,-20,-20,-20,1
2519,-20,-20,-20,-20,-20,13,-20,-20,-17,-20,5
2520,-20,-20,-8,-20,-20,-20,-18,-20,-20,20,9
2521,-3,-11,-7,-13,-8,-9,-5,-20,10,-16,8
2522,-9,-20,-1,-19,-10,-20,-12,-20,-12,-20,2
2523,-20,-20,-13,-20,-15,-20,-15,-20,-20,18,9
