sample_index,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,predicted_label
1077,-20,-20,-20,-20,-7,-20,-20,-14,-20,-20,4
1078,-20,-15,-20,-20,-8,-20,-20,-20,-20,-20,4
1079,-20,-20,-20,-20,-20,-20,11,-20,-20,-20,6
1080,-20,-20,-20,-20,9,-20,-20,-20,-20,-17,4
1081,-20,-20,-20,-20,-20,-20,-20,-20,-20,1,9
1082,-20,-20,-20,-17,-20,0,-20,-20,-20,-20,5
1083,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1084,19,-20,-20,-20,-20,-14,-20,-20,-20,-20,0
1085,-20,-20,-20,-20,-20,-20,20,-20,-6,-20,6
1086,-20,-20,-20,-20,-20,-20,-20,-20,-19,-9,9
1087,-20,-20,-20,-20,-20,11,-20,-20,-9,-20,5
1088,-20,-20,-20,-20,-20,-20,-20,-19,-20,3,9
1089,-20,-20,-20,-9,-20,10,-20,-20,-20,-20,5
1090,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17,9
1091,-20,-20,-17,-20,-20,-13,-20,-1,-20,-20,7
1092,-20,-20,-20,-5,-20,-20,-20,-20,-20,-20,3
1093,-20,-20,-19,-18,-20,-20,-20,-20,-1,-20,8
1094,18,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1095,-20,-20,-20,13,-20,-20,-20,-20,-20,-20,3
1096,-19,-20,-20,-20,-20,-20,-20,-5,-20,-18,7
1097,-20,16,-20,-20,-20,-20,-20,-20,-20,-20,1
1098,-20,-20,-20,2,-20,-20,-20,-20,-20,-20,3
1099,-20,-20,-20,-20,-16,-15,0,-20,-20,-20,6
1100,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1101,-20,-20,-10,-7,-20,-20,-20,-20,-10,-18,3
1102,-13,-20,-20,-20,-20,12,-20,-20,-20,-20,5
1103,-20,-20,-20,-17,-20,-20,-20,-20,-20,-16,9
1104,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1105,-20,-20,-20,-20,-20,-20,-20,-20,-20,8,9
1106,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1107,-17,-20,-20,-20,-20,-20,-20,-20,-20,-19,0
1108,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1109,-20,-20,-19,9,-20,-20,-20,-20,-20,-20,3
1110,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1111,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1112,-9,-20,-20,-20,-12,-20,-5,-20,-20,-20,6
1113,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1114,-20,-20,-20,-5,-20,-20,-20,-15,-20,-20,3
1115,-20,-20,-20,-16,-20,20,-20,-20,-20,-20,5
1116,-20,-20,-20,-19,20,-20,-19,-20,-20,-20,4
1117,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1118,-20,-20,-14,-17,-20,-20,-20,-20,3,-20,8
1119,-20,-20,-1,-20,-20,-20,-20,-15,-17,-20,2
1120,-20,-20,-20,-20,-20,-20,-20,-20,20,-15,8
1121,5,-20,-20,-20,-20,-20,-4,-20,-20,-20,0
1122,-20,-20,-18,-20,-20,-20,-20,5,-20,-20,7
1123,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1124,-20,-20,-20,-20,-20,-20,-20,-20,-1,-10,8
1125,-20,-20,-20,-20,-14,-20,-20,-5,-20,-20,7
1126,-20,-20,-20,-20,-20,-20,-20,14,-20,-20,7
1127,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,3
1128,-20,-20,-20,-11,-20,-20,-20,-18,-20,-20,3
1129,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1130,-20,-20,-20,-20,-20,-20,-20,-20,-20,7,9
1131,-20,-20,-20,-20,-8,4,-12,-20,-20,-20,5
1132,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1133,-20,-20,-20,-20,-20,-20,-20,5,-20,-14,7
1134,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1135,-20,-20,-20,-20,-20,-5,-7,-20,-17,-20,5
1136,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1137,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1138,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1139,-20,14,-20,-20,-20,-20,-20,-20,-20,-20,1
1140,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1141,-20,-20,-20,-20,-20,-20,-20,14,-20,-20,7
1142,-20,-18,-20,-20,-1,-20,-20,-20,-20,-20,4
1143,-20,-20,-15,-18,-20,-20,-20,-11,-19,-20,7
1144,-20,-20,-20,-14,-20,20,-20,-20,-20,-20,5
1145,-20,-20,-20,-20,-4,-20,-20,-20,-20,-20,4
1146,-20,-20,-20,-13,-20,12,-20,-20,-20,-19,5
1147,-20,-20,-20,-20,-5,-20,-20,-2,-20,-20,7
1148,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1149,-20,-20,-20,-20,-20,-20,-20,-20,-5,-9,8
1150,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1151,-20,-20,-20,-20,-20,-16,18,-20,-20,-20,6
1152,-20,-20,-20,-20,-20,-20,-20,17,-20,-20,7
1153,-20,-20,-20,-20,-20,-5,9,-20,-12,-20,6
1154,-6,-20,-20,-20,-20,-20,-20,-20,-20,-18,0
1155,-14,-20,15,-20,-20,-20,-20,-20,-20,-20,2
1156,-20,-20,-20,-20,-20,-20,-20,-18,-3,-20,8
1157,-20,-20,-20,-20,9,-20,-12,-20,-20,-20,4
1158,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1159,-20,-20,-20,-20,-20,-20,-18,-20,-20,-20,6
1160,-20,-20,-20,-20,14,-20,-20,-20,-20,-17,4
1161,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1162,-20,-20,-20,-20,-17,-20,12,-20,-20,-20,6
1163,-20,-20,-20,-20,11,-20,-20,-20,-16,-20,4
1164,-20,-20,-20,-20,-17,-20,-20,1,-20,-20,7
1165,-20,-20,-20,-20,-20,-20,-20,-20,-20,7,9
1166,-20,-20,-20,-15,-20,-20,-20,-20,-6,-20,8
1167,-20,-20,-20,-20,14,-20,-20,-20,-18,-17,4
1168,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1169,-20,-20,-20,-20,-20,-14,-14,-20,-8,-20,8
1170,-20,-20,-20,-20,-20,-7,-20,-20,0,-20,8
1171,-20,-20,-20,-20,-20,-20,-20,13,-20,-20,7
1172,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1173,-20,-20,-20,-20,-20,-20,-20,0,-20,-20,7
1174,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1175,-20,-20,-20,-20,-20,-20,-20,15,-20,-15,7
1176,13,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1177,-20,-20,6,-20,-20,-20,-20,-15,-20,-20,2
1178,-18,-19,-18,-20,-2,-20,-19,-20,-20,-20,4
1179,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1180,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1181,-20,-14,-20,-20,-17,-20,-10,-20,-20,-20,6
1182,-20,-20,-20,-20,-20,-8,-9,-20,-11,-20,5
1183,-20,-20,-20,-20,-20,-20,-20,-20,-19,12,9
1184,-20,-20,7,-20,-20,-20,-20,-20,-20,-20,2
1185,-20,-20,-20,-20,-20,-17,-20,-20,2,-20,8
1186,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1187,-20,-20,-7,-20,-20,-20,-14,-20,-20,-20,2
1188,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1189,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1190,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1191,-12,-20,-20,-19,-20,-13,-17,-20,-20,-20,0
1192,-20,-20,-20,-20,-19,-20,-20,-19,5,-12,8
1193,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1194,-20,-20,-20,-20,-20,-20,-20,-10,-20,-6,9
1195,20,-20,-20,-20,-20,-20,-20,-20,-20,-19,0
1196,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1197,16,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
1198,-20,-20,-20,-20,-20,-20,-20,-20,14,-20,8
1199,-20,-20,-20,-20,-17,-19,17,-20,-20,-20,6
1200,-20,-20,-20,-20,-20,-20,-19,-20,10,-20,8
1201,-20,8,-20,-20,-20,-20,-20,-20,-20,-20,1
1202,-20,-20,-20,-20,-20,-11,-20,-20,-13,-20,5
1203,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1204,-20,-20,-20,-6,-20,-20,-20,-19,-20,-20,3
1205,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1206,-20,-20,-17,-17,-20,-20,-20,13,-20,-20,7
1207,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1208,-20,-20,-20,-19,-17,-20,-20,-20,-20,-18,4
1209,-20,-20,-20,-19,-20,-13,4,-20,-20,-20,6
1210,-18,-19,18,-15,-20,-20,-20,-20,-20,-20,2
1211,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1212,-20,-7,-20,-20,-20,-20,3,-20,-20,-20,6
1213,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1214,-20,10,-20,-20,-20,-20,-20,-20,-20,-20,1
1215,-20,-20,-20,11,-20,-20,-20,-20,-20,-20,3
1216,-20,-20,-20,-20,-20,-20,-20,-3,-20,-4,7
1217,-20,-20,-20,-20,-20,-20,-20,-20,-20,5,9
1218,20,-20,-20,-20,-20,-20,-14,-20,-20,-20,0
1219,-20,-20,-20,-20,-20,-20,-20,-20,4,-20,8
1220,20,-20,-20,-20,-20,-20,-20,-20,-20,-19,0
1221,-20,-20,-20,-17,-20,13,-20,-20,-20,-20,5
1222,-20,-20,-20,-20,10,-20,-20,-20,-20,-16,4
1223,16,-20,-20,-15,-20,-20,-20,-20,-20,-20,0
1224,-20,-20,2,-20,-20,-20,-20,-20,-20,-20,2
1225,-20,-20,-20,-20,-20,-16,-20,-20,20,-20,8
1226,-20,-20,11,-20,-20,-20,-20,-20,-20,-20,2
1227,-20,-20,15,-20,-20,-20,-20,-20,-20,-13,2
1228,-20,-20,-20,-20,-20,-16,-20,-20,-20,-6,9
1229,-20,-20,-19,-19,-20,-20,-20,-20,0,-20,8
1230,-20,-20,-20,-20,15,-20,-20,-20,-20,-19,4
1231,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1232,-20,-10,-20,-20,-20,-20,-20,-20,-20,-20,1
1233,-20,-20,-20,-20,-20,12,-20,-20,-20,-20,5
1234,-20,-20,-20,-20,-20,-20,-20,-20,7,-20,8
1235,-20,-20,-20,-20,-20,15,-20,-20,-20,-20,5
1236,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1237,-20,-20,9,-20,-17,-20,-20,-20,-20,-20,2
1238,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1239,-20,-20,-20,-10,-20,-16,-20,-20,-13,-20,3
1240,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1241,-20,-20,-20,-20,-20,-19,-20,6,-20,-20,7
1242,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17,9
1243,-20,-20,-20,-20,-20,-2,-6,-20,-20,-20,5
1244,-20,-20,-20,-20,-20,-20,-20,8,-20,-20,7
1245,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1246,11,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1247,-20,-20,-20,-12,-20,-14,-20,-20,-20,-20,3
1248,-20,-20,-20,-5,-20,-20,-14,-20,-11,-20,3
1249,-20,-20,-20,-20,-20,-20,-20,-20,10,-20,8
1250,-20,-20,-20,-20,-20,-20,0,-20,-16,-20,6
1251,-20,-20,16,-16,-20,-20,-20,-20,-20,-20,2
1252,-20,-20,-20,-19,-20,-8,-20,-20,-16,-20,5
1253,-20,-20,-20,-20,0,-20,-16,-20,-19,-20,4
1254,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1255,-20,-20,-20,-20,-20,-20,-20,-20,-18,4,9
1256,-20,-20,-3,-20,-20,-20,-20,-20,-20,-20,2
1257,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1258,-18,-20,-20,-20,-20,12,-17,-20,-7,-20,5
1259,-20,-20,-20,-20,-20,-20,-20,-20,7,-20,8
1260,-20,-1,-20,-20,-20,-20,-20,-11,-20,-20,1
1261,20,-20,-20,-16,-20,-20,-17,-20,-20,-20,0
1262,-20,-20,-7,-15,-20,-20,-20,-20,-19,-20,2
1263,-20,-20,-20,-20,-7,-20,-20,-20,-20,-20,4
1264,-20,-20,-20,-20,0,-20,-20,-20,-9,-20,4
1265,-20,-20,-20,4,-20,-20,-20,-20,-20,-20,3
1266,-20,-20,-20,-20,-3,-20,11,-20,-20,-20,6
1267,-20,-20,-20,-20,-20,-20,-20,-20,7,-16,8
1268,-20,-20,-20,-20,-20,-20,-20,-20,20,-17,8
1269,-20,-20,-7,-20,-14,-20,-18,-20,-10,-20,2
1270,-20,-20,-20,-20,-15,-20,-20,-18,-20,-18,4
1271,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1272,-20,-20,-20,-20,-20,0,-20,-20,-20,-20,5
1273,4,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1274,-20,-10,-20,-20,-8,-20,-20,-20,-20,-20,4
1275,-20,-20,-20,-20,-10,-20,-20,-14,-20,-18,4
1276,-20,-20,-20,-20,-20,-20,-20,3,-20,-20,7
1277,-20,-20,-20,-20,-20,-20,-20,-20,-20,8,9
1278,-20,-20,-20,15,-20,-20,-20,-20,-20,-20,3
1279,-20,-20,-20,-20,-17,-20,-20,-20,-20,-18,4
1280,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1281,-10,-20,-20,-20,-20,8,-20,-20,-20,-20,5
1282,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10,9
1283,-20,-20,15,-19,-20,-20,-20,-7,-20,-20,2
1284,-20,-20,-20,13,-20,-20,-20,-20,-20,-20,3
1285,-20,-20,-20,-20,-20,3,-20,-20,-20,-20,5
1286,-20,-20,-20,-20,-20,-20,-20,-20,17,-20,8
1287,-20,-20,-20,-17,-20,-20,-20,-20,-3,-11,8
1288,10,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1289,-20,-20,-20,-15,-20,-9,-10,-20,-20,-17,5
1290,-20,-20,-20,-3,-20,-7,-20,-20,-20,-20,3
1291,-20,-20,-20,5,-20,-13,-20,-20,-20,-20,3
1292,-20,-20,-20,-20,-20,-20,0,-20,-19,-20,6
1293,-20,-20,-20,-20,-20,-19,20,-20,-20,-20,6
1294,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1295,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1296,-20,-18,-20,-20,-17,-18,7,-20,-19,-20,6
1297,20,-20,-20,-20,-20,-18,-20,-20,-20,-20,0
1298,-20,-20,-20,0,-20,-20,-20,-20,-20,-20,3
1299,-17,-20,-20,-9,-20,-9,-20,-20,-20,-15,3
1300,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1301,-20,-20,-20,-20,-8,-20,-20,-20,-20,-20,4
1302,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1303,-20,-20,15,-20,-20,-20,-20,-20,-4,-20,2
1304,-20,-20,-20,-20,-20,-20,-20,-20,-20,18,9
1305,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1306,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1307,-20,-20,-20,-20,-17,-20,20,-20,-20,-20,6
1308,-12,-20,-12,-20,-20,-20,-20,-20,-20,4,9
1309,-20,-20,-20,-20,-20,-20,-20,-20,-20,6,9
1310,-20,-20,-20,6,-20,-20,-20,-20,-20,-20,3
1311,-20,-20,-20,-20,-20,-20,-20,-20,-18,13,9
1312,-20,-20,-20,-20,-20,-20,-20,-20,5,-20,8
1313,-20,-20,-20,-20,10,-20,-20,-16,-20,-20,4
1314,-20,-18,-19,-20,20,-20,-20,-20,-20,-20,4
1315,-20,-20,-20,9,-20,-14,-20,-20,-20,-20,3
1316,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1317,-20,-20,-20,-5,-20,-20,-20,-20,-20,-20,3
1318,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1319,-11,-20,-20,-7,-20,-20,-20,-20,-20,-20,3
1320,-20,-20,-20,-20,-20,-20,-20,-20,16,-20,8
1321,-20,-20,-20,-16,-20,-20,-20,-1,-20,-10,7
1322,-20,-20,-20,-20,-20,-20,-20,-20,-17,10,9
1323,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,4
1324,-19,-16,-20,-20,-20,-20,-20,-20,3,-20,8
1325,-20,-18,-15,-20,-8,-16,-20,-20,-20,-20,4
1326,-20,-2,-15,-20,-20,-20,-20,-13,-20,-20,1
1327,-20,-20,-20,-20,-16,-20,-20,-20,-20,7,9
1328,-20,-20,-20,-20,-20,-20,-20,-8,-12,-20,7
1329,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1330,-20,-20,-20,-20,11,-20,-20,-20,-18,-20,4
1331,-20,-20,-20,-18,-20,9,-20,-20,-20,-20,5
1332,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1333,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1334,-20,-20,-20,-20,-20,-1,-20,-20,-20,-20,5
1335,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
1336,-20,-20,20,-20,-20,-20,-20,-19,-20,-20,2
1337,-20,-20,5,-20,-20,-20,-11,-20,-20,-20,2
1338,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1339,-20,-20,-20,-15,-20,8,-20,-20,-20,-20,5
1340,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1341,-20,-20,14,-7,-20,-20,-20,-20,-20,-20,2
1342,-20,-16,-20,-20,16,-20,-20,-20,-20,-20,4
1343,-20,-20,-20,-20,-20,-20,-20,-20,-19,2,9
1344,-20,-20,-20,-20,-20,-20,-20,-20,-20,-12,9
1345,-20,-20,0,-20,-20,-19,-20,-20,-20,-20,2
1346,-20,-19,-20,-20,-19,-20,-20,20,-20,-20,7
1347,-20,-20,-20,-20,-20,-20,-20,14,-20,-18,7
1348,-18,-20,-11,-20,-19,-20,-20,-20,-20,-20,2
1349,-20,-20,14,-19,-20,-20,-20,-20,-20,-20,2
1350,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1351,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1352,-20,-20,2,-15,-20,-20,-20,-20,-20,-20,2
1353,-20,-20,-20,-20,-20,-20,-20,-20,19,-20,8
1354,-20,-20,-20,4,-20,-20,-20,-20,-20,-20,3
1355,-20,-20,-20,-20,-8,-20,-20,-16,-9,-20,4
1356,-20,-20,-3,-20,-20,-20,-20,-20,-12,-17,2
1357,-20,-20,-20,-20,-4,-20,-20,-20,-20,-20,4
1358,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1359,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1360,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1361,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
1362,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1363,-20,-20,-20,-14,-15,-20,-20,-14,-20,-20,3
1364,-20,-20,-12,-20,-20,-20,-20,-20,-20,-20,2
1365,-20,-20,19,-9,-20,-20,-20,-20,-20,-20,2
1366,-20,-20,-20,-20,-16,-20,-20,11,-20,-20,7
1367,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1368,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1369,-20,-20,-20,-17,-20,-20,-20,20,-20,-20,7
1370,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1371,-20,-20,-15,-20,-20,-20,-20,-20,15,-20,8
1372,-15,-20,18,-20,-20,-20,-20,-20,-20,-20,2
1373,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1374,-20,-20,10,-14,-16,-20,-20,-20,-20,-20,2
1375,-20,-17,8,-20,-20,-20,-20,-20,-20,-20,2
1376,-20,-20,-20,-20,-20,10,-20,-20,-19,-20,5
1377,-15,-20,-20,-20,-20,-8,3,-20,-20,-20,6
1378,-20,-20,-20,-20,-20,-2,14,-20,-20,-20,6
1379,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1380,-20,-20,-20,-20,-20,-20,-20,-20,-20,-4,9
1381,-20,-20,20,-19,-20,-20,-20,-20,-20,-20,2
1382,-20,-20,-20,-14,11,-20,-20,-20,-20,-20,4
1383,-20,-20,-20,1,-20,-20,-14,-20,-20,-20,3
1384,-20,-20,-20,-15,-20,-20,-20,-20,-16,-20,3
1385,-20,-20,-20,-20,-20,-20,-20,-20,-11,2,9
1386,-20,-20,-20,-20,-20,-20,-20,10,-20,-20,7
1387,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1388,-20,-20,-20,-20,-20,-19,14,-20,-15,-20,6
1389,-20,-20,-20,-20,-20,-16,-20,-20,15,-20,8
1390,17,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1391,-20,-20,-20,-20,1,-20,-20,-20,-20,-20,4
1392,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1393,-20,-20,-20,-14,-20,-9,-20,-20,-20,-20,5
1394,-20,-20,-20,-7,-20,-20,-20,-20,-1,-14,8
1395,-20,-18,6,-20,-20,-20,-20,-20,-17,-20,2
1396,-20,-20,-20,-20,-20,-20,-20,-20,-20,12,9
1397,-20,16,-20,-20,-19,-20,-20,-20,-20,-20,1
1398,-20,-20,-20,-13,-20,-20,-20,-20,6,-20,8
1399,15,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1400,-20,-20,-20,-20,-20,-19,20,-20,-20,-20,6
1401,-20,-20,-20,-20,-20,-20,-20,19,-20,-20,7
1402,-20,-20,-5,-16,-20,-20,-20,-20,-20,-20,2
1403,-20,-7,-20,-20,-20,-20,-8,-20,-20,-20,1
1404,-8,-14,-20,-20,-19,-20,-20,-20,-20,-20,0
1405,-20,-20,-20,-20,-20,7,-20,-20,-11,-20,5
1406,-20,-20,-20,-20,-20,8,-17,-20,-20,-20,5
1407,-20,-20,20,-19,-20,-20,-20,-20,-20,-20,2
1408,19,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1409,-20,-20,2,-20,-18,-20,-20,-20,-20,-20,2
1410,-20,-20,0,-20,-20,-20,-20,-20,-9,-20,2
1411,18,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1412,-20,-20,18,-20,-20,-20,-20,-20,-20,-20,2
1413,-20,-20,-20,-20,19,-20,-20,-20,-20,-20,4
1414,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9,9
1415,-20,-20,-20,-19,-20,-12,-12,-20,-11,-20,8
1416,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1417,-20,-20,-20,-20,-20,-20,-20,-20,-17,-6,9
1418,-20,-20,-20,-20,-20,-20,-20,-20,-20,-4,9
1419,-20,-20,-20,-20,-2,-15,-20,-16,-20,-20,4
1420,-16,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1421,-20,-20,-20,-20,-20,10,-20,-20,-20,-20,5
1422,-20,-20,-20,-20,5,-20,-20,-20,-20,-15,4
1423,-20,-20,-20,-20,-20,-20,-20,-20,-20,-5,9
1424,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1425,-20,-20,-20,-20,-20,-20,-5,-20,-11,-20,6
1426,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1427,-20,-20,-20,-20,-13,-20,-20,-20,-9,-14,8
1428,-20,-20,-20,-20,-14,-18,-20,-20,-20,-16,4
1429,-13,-20,-20,-20,-11,-20,-20,-20,-20,-19,4
1430,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1431,-20,-20,4,-20,-20,-20,-20,-20,-20,-20,2
1432,-20,-20,20,-20,-20,-20,-20,-20,-20,-13,2
1433,-20,-15,-20,-20,-16,-20,-20,-20,-6,-20,8
1434,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1435,-20,-20,-20,-12,-20,-20,-20,-20,-20,-6,9
1436,-20,-19,-20,-20,-20,-20,-4,-20,-3,-20,8
1437,-20,-20,-20,-20,-4,-20,-20,-20,-20,-20,4
1438,-12,-20,-20,-15,-20,-12,-20,-20,-16,-20,0
1439,-20,-20,-20,-20,-20,-20,-20,-20,-20,1,9
1440,-20,-20,-20,-20,-17,-20,-8,-20,-20,-15,6
1441,-20,-20,-20,-20,-20,-20,-20,-20,-11,-19,8
1442,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
1443,-20,-20,-20,-20,-20,-20,-20,-20,20,-20,8
1444,-15,-20,-20,-20,-4,-20,4,-20,-20,-20,6
1445,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1446,-20,-20,18,-20,-20,-20,-20,-20,-20,-20,2
1447,-20,-20,-20,-20,-20,-11,3,-20,-20,-14,6
1448,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
1449,-20,-20,-20,-17,-20,-20,-20,-20,-20,13,9
1450,-20,-20,-20,-20,-18,-20,20,-20,-20,-20,6
1451,-20,-20,3,-17,-20,-20,-20,-20,-6,-20,2
1452,-20,-20,-20,-20,-20,-20,-20,-20,-20,18,9
1453,-20,-20,-20,-20,6,-20,-20,-20,-20,-13,4
1454,-5,-5,-20,-20,-20,-20,-20,-20,-20,-20,0
1455,-20,-20,-20,-20,-16,-20,-20,-20,-20,1,9
1456,-20,-20,-20,-20,-16,-20,10,-20,-20,-20,6
1457,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1458,-13,-20,-20,-20,-20,-20,1,-20,-16,-20,6
1459,-20,-20,-13,-6,-20,-20,-20,-20,-20,-20,3
1460,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1461,-20,-20,-20,-20,7,-20,-16,-18,-20,-20,4
1462,-20,-20,5,-20,-20,-20,-20,-20,-20,-20,2
1463,-17,-20,-20,-8,-20,-20,-20,-20,-19,-12,3
1464,-20,-20,-20,-17,-20,-20,-20,-20,20,-20,8
1465,-20,-20,-12,-20,-7,-20,-20,-20,-20,-20,4
1466,-20,-20,-20,-2,-20,-4,-20,-20,-20,-20,3
1467,-20,-20,-20,-20,-20,4,-20,-20,-20,-20,5
1468,10,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
1469,-20,-20,-20,3,-20,-15,-20,-20,-20,-20,3
1470,-20,-20,-20,-19,-20,-13,-20,-20,-10,-20,8
1471,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
1472,-20,-20,-20,13,-20,-20,-20,-20,-2,-20,3
1473,-20,-20,-20,-20,-20,9,-20,-20,-20,-20,5
1474,-18,-20,-19,-20,-20,-20,-20,-20,7,-20,8
1475,-20,-19,-20,-20,-20,-20,-3,-20,-20,-20,6
1476,-20,-20,-20,-20,-20,1,-20,-20,-20,-20,5
1477,-20,-20,-18,-20,-11,-20,-20,-17,-20,-20,4
1478,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
1479,-20,-20,-18,5,-20,-20,-20,-20,-20,-16,3
1480,-20,-20,-20,-2,-20,-20,-20,-20,-20,-20,3
1481,-20,-20,-20,-18,-20,-19,-20,-20,-20,4,9
1482,-20,-20,-20,-20,-20,-20,20,-20,-20,-20,6
