Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
-20,-20,-20,16,-20,-20,-20,-20,-20,-20
-20,-20,-19,-20,-20,-20,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-14
-20,-17,-20,-10,-7,-5,4,-20,-10,-17
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,10,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-3,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,10,-20,-11
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-9,-20
11,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-1,-20,-20,-20,-10
-20,-20,-20,-20,12,-20,-20,-20,-20,-20
10,-20,-20,-20,-20,-20,-20,-20,-20,-20
-7,-20,3,-9,-6,-5,-9,-16,-3,-10
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-4,-20,-20,-20,-20,-20,-20,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-15,-20,-20,-20,-20,-20,-19
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-19,-20,-20,-20,-15,-20
-20,-20,-20,-20,-20,-11,-1,-20,-20,-20
-20,-20,-20,-19,-20,-20,-20,-20,-16,-20
-20,-20,-20,-20,-20,-8,-20,-20,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-18,7,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-4,-20,-15,-20,-20,-20,-20
-20,5,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,-20,-16,-20,-20,7,-17,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-8
-20,-20,-20,-20,-20,-15,-11,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
10,-20,-20,-20,-20,-20,-20,-20,-20,-20
-3,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-19,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,6,-20
-20,-20,-20,-20,-20,-20,14,-20,-20,-20
-18,-20,4,-15,-16,-18,-14,-20,-20,-16
-20,-20,-20,-18,-20,-15,-20,-20,-20,-20
-16,-20,-16,-20,-5,-11,-15,-20,-16,-12
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,-20,-20,-20,-20,-5
-20,-20,-20,-18,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,-20,-18,-20,-20,-18,-20,-20,-3,-20
-20,6,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,12,-20,-20,-20,-20,-20,-20,-20
-20,-20,-13,-16,-6,-20,-20,-17,-16,-11
-20,-20,-20,-20,7,-20,-20,-20,-20,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,9,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-16
-20,-20,-3,-20,-20,-20,-18,-20,-20,-20
-20,-20,-20,-20,-10,-20,-20,-20,-20,-12
9,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,-9,-20,-20,-20,-20
6,-20,-20,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,-7,-20,-20,-20,-20,-20
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-1,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,3,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-6,-18,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-5,-20,-20,-20,-20,-13,-20,-20,-20,-20
-20,-20,-20,-20,-19,-20,-20,-20,-20,-10
-20,-20,-13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,8,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
5,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-20,-8,-20,-19,-20,-20,-20,-20
-20,-20,-20,-2,-20,-16,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-4,-20,-20,-20
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,10,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-12,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-10,-20,-20
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,7,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,-20,-20,-20,-20,-20,-20,-20,-20,12
-20,-20,-20,-4,-20,-20,-20,3,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-8
-20,-20,-20,-20,-20,-20,-20,-20,-9,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-15,-20,-2,-20,-20,-20,-20,-20
-20,-20,-20,-8,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-6,-20,-20,-20,-20,-20,-19
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-19,-20,-20,-11,-20,-20,-20,-20,-17,-20
-20,-18,-20,-20,-20,-20,-20,-20,-10,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,12,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-15,-20,-17,-20,-16,-20
-20,-20,-16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-17,-20,-20,-20,-20,-2
-20,-20,-20,-20,-20,-20,-20,-14,-20,-7
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-17,-20,-20,-20,-20
-20,-20,-17,-16,-20,-11,9,-20,-15,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-12,-20,-20,-20,-20
-20,-20,11,-18,-20,-20,-20,-20,-20,-20
-20,-16,6,-20,-20,-20,-20,-20,-20,-20
-19,-20,-5,-20,-20,-20,-3,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-19,-20,-12,-20,-20,-20,-20
-20,-20,-20,-20,-20,2,-20,-20,-14,-20
-20,-20,19,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-16,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,2,-20,-19,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,7,-20,-16
-18,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-15,-20,-4,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-1,-18,-20,-20,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,5,-20,-20
-20,-20,-13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-8,-20,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-10,-20,12,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,6,-20,-20
-20,-20,-18,-20,-20,-20,-20,-20,-18,-20
-20,-20,8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,9,-20,-20
-20,-20,-20,14,-20,-20,-20,-20,-20,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-19,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-2,-20,-20,-4,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,5,-20,-20,-20,-20,-20,-20,-20
-20,-20,4,-20,-20,-20,-20,-20,-8,-20
-20,-20,-20,-20,-20,4,-20,-20,-15,-20
-20,-20,-6,-20,-20,-15,1,-20,-20,-20
-20,-20,-20,-20,-20,-11,-11,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,14,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-15,-20,-20,-20,-20,-20,-20
-20,-20,-20,-6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,-20,-20,-20,-20,-20,-20,12,-20,-19
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,2,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,6,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-16,-7,-20,-20,-20,-15,-6
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-11,-6,-16,-9,-17,-17,-20,-20
-20,-20,-20,-18,-20,-20,-20,-20,-7,-20
-20,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,10,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,9,-20,-9
-20,-20,-6,-20,-20,-20,-20,-13,-20,-20
-20,3,-20,-20,-20,-20,-20,-20,-16,-20
5,-20,-20,-20,-20,-20,-20,-20,-13,-20
-20,-20,-20,-20,-20,6,-20,-20,-16,-20
-20,-20,-20,-20,-20,-2,-20,-20,-15,-20
-20,-20,12,-20,-19,-20,-20,-20,-16,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-17,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-4,-20,-20,-20,-20,-20,-20,-20,-17,-20
-20,-16,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-4
-20,-20,-20,-20,-20,-12,-9,-20,-10,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
-20,-20,-20,-20,-19,-8,-20,-20,-20,-20
-20,-20,-20,-20,-3,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-3
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-10,-18,-20,-20,-10,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-18,-20,-3,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,-12,-20,-20,-20,-20,-9
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-19,-1,-16,-20,-20,-20,-19,-12,-20
-20,-20,10,-18,-20,-20,-20,-20,-14,-20
-20,-16,-20,-20,-20,-20,-20,-20,-7,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,-20,-20,-20,-20,-20,2,-20,-12,-20
-20,-20,-20,-20,-7,-20,-20,-20,-20,-15
8,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,-20,-20,-20,-12,-20,-20,-20,-20,-20
-20,-20,-18,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,6,-20
-15,-20,-16,-17,-20,-20,-2,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-19,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,1,-15,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-17,-20,-17,-20,-20,-20,14,-20,-20,-20
-20,-20,9,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,14
-20,-20,-20,-20,-11,-20,-20,-20,-20,-8
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,-20,-20,-20,-20,15,-20,-20,-20
17,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,0,-20,-20,-20
-20,-20,10,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,7,-20,-20,-20,-20
-20,-20,-20,-20,-6,-20,-20,-20,-20,-20
-19,-20,-7,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-9,-20,-20,-20,-8,-20,-20
-20,-20,-20,-20,-20,-20,-20,-19,-7,-20
-20,-18,-20,-20,-16,-20,-20,-20,-20,-20
-8,-20,-20,-19,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-14,-20,-20,-20,-11
0,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-16,-14,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-19,-20,-20,-4,-20
-20,-20,-20,-20,-20,6,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,5,-20,-20,-20,-13
-20,-16,-20,-20,-20,-20,-20,-20,-6,-20
-20,-20,-20,-20,-20,-20,10,-20,-20,-20
-10,-20,-20,-17,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,8,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,15,-20,-20,-20,-20,-20,-20
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-20,-20,-20,-20,-20,14,-20,-20,-20
-20,13,-20,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,19,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,-4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,-20,-20,-20,10,-20,-20,-20,-13
-20,-20,-20,-20,-20,-20,-20,-18,-17,-15
-20,-20,-10,-4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,1,-20,-18
-20,-20,-20,-20,-20,-20,-20,17,-20,-20
-20,-20,-20,-20,-20,-20,-20,16,-20,-20
-20,-20,-18,-9,-16,-20,-20,-20,-3,-20
-20,-11,-20,-19,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
-20,-20,-20,-20,-20,-20,-20,-20,-12,-20
-20,-20,-20,9,-20,-20,-20,-20,-20,-20
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,17,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,12,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-14
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-5,-20,-20,-20,-20
-20,-20,-20,-20,5,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,-20,-2,-20,-20,-20,-20,-20,-12,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-18
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,15,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-12,-20,-20
-20,-20,-20,-20,-20,5,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-12,-20,-14
-20,-20,-20,-20,-20,-20,-20,-20,-11,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-4,-20,-20,-20,-20,-20,-20,-20,-20,-20
11,-20,-20,-20,-17,-10,-20,-19,-15,-20
-20,-9,-20,-19,-20,-20,-7,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-15,-20,-20,-20,-9,-20,-20
-20,-20,-20,-2,-20,-16,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-18,-20,-20,-20,7,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,17,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,13,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,12,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-9,-20,-13
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-16,-20,-20,-20,-20,-4
-20,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-9,-20,-18,-20,-1,-20,-20,-20
-20,-20,-20,-20,-20,8,-20,-20,-20,-17
-20,-18,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-13
-20,-20,-20,-19,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-5
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-6,-8
-20,-20,-20,-20,-3,-20,-20,-20,-20,-20
1,-20,-20,-20,-20,-20,-20,-20,-12,-20
-20,-20,-20,-16,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,6,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-20
-18,-20,-20,-20,-20,-20,-20,-20,-10,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-16
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,16,-20,-20
-20,-20,-20,-11,-20,-20,-20,-20,-3,-17
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-11,-20,-8,-20,-10,-20,-13,-20,-20,-20
-3,-20,-20,-20,-20,-14,-17,-20,-20,-20
-20,-20,-20,-20,-10,-20,-20,-20,-20,-12
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-20,-20,-20,-20,-8,-20
-20,-20,15,-19,-20,-18,-20,-20,-20,-20
-20,-20,-20,-20,-12,-20,-20,-20,-20,-16
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,-20,-20,-20,-20,9,-20,-10,-20
-20,-20,-20,-20,10,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-15,-20,-9
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-6,-20
-20,-20,-20,-20,-20,-20,-20,-20,-5,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,4,-20,-20,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
15,-20,-20,-20,-20,-17,-16,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,6,-20,-20
-20,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-16,-20,-20,-20,14,-20,-20
-20,-20,-20,-20,-19,-20,-20,-20,-20,2
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
-20,-20,-20,-20,-20,8,-20,-20,-18,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-14
-20,-20,-20,-5,-20,-11,-20,-20,-20,-20
-20,-20,-17,-3,-20,-20,-20,-16,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-3,-13,-20,-20,-20,-20,-20,-20
-20,-20,-20,13,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,16,-20,-10
-20,-20,-20,-17,-20,-20,-20,-20,-20,-20
-20,-20,-20,7,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-14,-20,-20,-20
8,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-13,-20,-20,-20,-20,-20,-20
-20,-20,-20,5,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-20,-11,-20,-20,-16,-20,-19
-20,-20,-19,1,-11,-20,-20,-20,-19,-16
-20,-20,-20,-20,-20,-20,-1,-20,-20,-20
-20,-20,-20,-1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-17,-2,-20,-20,-20,-18
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,4,-20,-20,-20,-20,-20,-20,-20
3,-20,-20,-20,-20,-20,5,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
19,-20,-20,-20,-20,-13,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-7,-20,-20,-20
-17,-20,-6,-20,-19,-20,-20,-18,-16,-3
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,13,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-15,-20,-20,-19,-20,-20
-20,-20,-20,-20,-20,-2,-20,-20,-20,-20
-20,-20,-20,-20,3,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-12,-19,-20,-20,-20
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-20,-20
-20,-20,-20,-20,-17,-20,-20,-16,-20,-8
-20,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-11,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,12
-20,-20,-20,-20,-20,-20,-20,-15,-20,8
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-1,-20,-20,-20,-20
-20,-20,-3,-18,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-8
-20,-17,12,-20,-20,-20,-20,-20,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,14,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-2,-20,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-19,-20,-14,-20,-19,-3,-15
-20,-20,-20,-20,-20,-20,-20,-20,-5,-20
-20,-20,-20,-20,10,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,9
-20,6,-20,-20,-20,-20,-20,-20,-9,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,-20,-20,-17,-20,-20,-2,-15
-20,-20,-20,-20,-20,-13,-20,-20,-20,-20
-20,-20,-16,-11,-9,-10,-15,-8,-11,-9
-20,-20,-20,-20,-20,-4,-20,-20,-20,-11
-20,6,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,4,-20
-20,-20,-20,-20,-20,-16,7,-20,-20,-20
-20,-20,-20,-20,-16,4,-20,-19,-11,-11
-11,-20,-20,-20,-20,-20,-20,-20,-20,-20
