sample_index,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,predicted_label
2231,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2232,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,9
2233,-10,-10,-10,-10,-10,-10,-10,-10,8,-10,8
2234,-10,-10,-10,-10,-10,-10,-10,5,-10,-10,7
2235,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2236,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2237,-10,-10,-10,-10,-10,2,-10,-10,-8,-10,5
2238,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2239,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2240,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2241,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
2242,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2243,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2244,-10,-10,-10,-10,-10,-10,-10,-10,-10,-5,9
2245,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2246,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2247,-10,-10,-10,-10,-10,-2,-10,-10,-10,-10,5
2248,-10,-10,9,-10,-10,-10,-10,-10,-10,-10,2
2249,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2250,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,9
2251,-10,-10,-10,-10,2,-10,-10,-10,-10,-10,4
2252,-10,-10,-10,-10,-10,-10,-10,9,-10,-10,7
2253,-10,-10,10,-8,-10,-10,-10,-10,-10,-10,2
2254,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2255,-10,-10,-10,-1,-10,-10,-10,-10,-10,-10,3
2256,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2257,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,9
2258,-10,-4,-10,-10,-10,-10,-10,-10,-10,-10,1
2259,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,9
2260,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2261,-10,8,-10,-10,-10,-10,-10,-10,-10,-10,1
2262,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2263,-10,-10,-10,-10,-10,-10,-10,-10,-10,5,9
2264,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
2265,-10,-10,-10,-10,2,-10,-10,-10,-10,-10,4
2266,-10,-10,-10,-10,-10,-10,-9,-10,-10,-10,6
2267,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2268,-10,-10,-10,-10,-10,-10,-10,0,-10,-8,7
2269,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2270,-10,-10,-10,-10,-10,-10,-10,7,-10,-10,7
2271,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2272,-10,-10,-10,-10,-10,-10,-10,-10,-8,-10,8
2273,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2274,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,9
2275,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2276,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2277,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2278,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2279,-10,-10,-10,-10,-10,7,-10,-10,-10,-10,5
2280,-10,-10,-10,-10,-10,-9,-10,-10,-10,-10,5
2281,-10,-10,-10,2,-10,-10,-10,-10,-10,-10,3
2282,-10,-10,-10,-10,-10,-5,-10,-10,-10,-10,5
2283,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2284,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
2285,-10,-10,-10,-10,-10,-10,-10,-6,-10,-10,7
2286,-10,-10,-10,-10,-10,-10,6,-10,-10,-10,6
2287,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2288,-10,-10,-10,7,-10,-10,-10,-10,-10,-10,3
2289,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,8
2290,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2291,-10,-10,-10,-9,-10,5,-10,-10,-10,-10,5
2292,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,9
2293,-10,-10,-10,-10,-10,-10,-10,-10,-8,-10,8
2294,3,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2295,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2296,-10,-10,7,-10,-10,-10,-10,-10,-10,-10,2
2297,-10,-10,-10,-10,-10,-10,-10,-10,7,-10,8
2298,-10,-10,-10,-10,-10,-10,-6,-10,-8,-10,6
2299,-10,-10,-8,-10,-10,-10,-10,-10,-10,-10,2
2300,-10,-10,-9,-4,-10,-10,-10,-10,-10,-10,3
2301,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2302,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2303,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,3
2304,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2305,-10,-10,-10,-9,-10,-10,-10,-10,-6,-10,8
2306,-10,-10,-10,-10,6,-10,-10,-10,-10,-10,4
2307,-10,-10,-10,-10,-4,-10,-10,-10,-10,-9,4
2308,-10,-10,-10,-7,-10,-9,-10,-10,-10,-10,3
2309,-10,-10,-10,-10,-10,-10,-10,-10,-4,-10,8
2310,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,9
2311,-10,-10,10,-10,-10,-10,-10,-10,-8,-10,2
2312,-10,-10,-10,5,-10,-10,-10,-10,-10,-10,3
2313,-10,-10,-10,-10,-10,-10,-10,-10,-10,7,9
2314,-10,-10,-10,-10,-10,-10,-10,-3,-10,-10,7
2315,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2316,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2317,-10,-10,-10,-10,-10,-10,-10,9,-10,-10,7
2318,3,-10,-10,-10,-10,-10,-9,-10,-10,-10,0
2319,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2320,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,9
2321,-10,-10,-9,-10,-10,-10,10,-10,-10,-10,6
2322,-10,-10,-10,-10,-10,6,-10,-10,-10,-10,5
2323,-10,-10,-10,-10,-10,-10,-10,-10,-10,9,9
2324,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2325,-10,-10,0,-10,-10,-10,-10,-4,-10,-10,2
2326,-10,-10,-10,-10,-10,-10,-9,-10,-10,-10,6
2327,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,2
2328,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2329,1,-10,-4,-10,-10,-10,-10,-10,-10,-10,0
2330,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2331,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2332,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2333,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2334,-10,-10,-10,-10,-10,-10,-10,5,-10,-10,7
2335,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2336,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2337,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2338,-10,-10,-10,-10,-4,-10,-10,-10,-10,-10,4
2339,-10,-10,-10,-10,-10,4,-10,-10,-10,-10,5
2340,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2341,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,9
2342,-10,-10,-10,-10,-10,-10,-10,-10,-10,6,9
2343,-10,-2,-10,-10,-10,-10,-10,2,-10,-10,7
2344,-10,-10,-10,-10,-10,-10,-10,4,-10,-10,7
2345,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,9
2346,-10,-10,-10,-10,-10,6,-10,-10,-10,-10,5
2347,-10,-10,-10,9,-10,-10,-10,-10,-10,-10,3
2348,-10,-10,-10,7,-10,-10,-10,-10,-10,-10,3
2349,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2350,-10,-10,10,-10,-9,-10,-10,-10,-10,-10,2
2351,-10,-10,-6,-4,-10,-10,-10,-10,-10,-10,3
2352,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2353,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2354,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2355,-10,-3,-10,-10,-10,-10,-10,-10,-10,-10,1
2356,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2357,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2358,-10,-9,-10,-10,-10,-10,-10,-10,-10,-10,1
2359,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2360,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2361,-10,-10,-10,-10,-10,-10,-10,-10,-10,-3,9
2362,-10,-10,-10,-10,-10,-10,-10,-10,-4,-10,8
2363,-10,-10,-10,-10,6,-10,-10,-10,-10,-10,4
2364,-10,-10,-10,1,-10,-10,-10,-10,-10,-10,3
2365,-10,-10,-10,-10,-10,-10,-10,3,-10,-10,7
2366,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2367,-10,-10,-10,-10,-10,-10,8,-10,-10,-10,6
2368,-10,-10,-10,-10,8,-10,-10,-10,-10,-10,4
2369,-10,-10,-10,-10,-10,-7,-10,-10,-10,-10,5
2370,4,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2371,-10,-10,-10,-9,-4,-10,-10,-10,-10,-10,4
2372,-10,-10,-10,-10,-10,-10,-10,9,-10,-10,7
2373,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
2374,-10,-10,-1,-10,-10,-10,-10,-10,-10,-10,2
2375,-10,-10,-10,-10,4,-10,-10,-10,-10,-10,4
2376,7,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2377,-10,-10,-10,-10,-10,-10,-10,-3,-10,-10,7
2378,4,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2379,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2380,-5,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2381,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,8
2382,-10,-10,-8,-7,-10,-10,-10,-10,-8,-10,3
2383,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2384,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2385,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2386,-10,-10,-10,-10,1,-10,-10,-7,-10,-10,4
2387,-10,-3,-10,-10,-10,-10,-10,-6,-10,-10,1
2388,-10,-10,-10,-10,-10,-10,8,-10,-10,-10,6
2389,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2390,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2391,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2392,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,3
2393,-10,-10,-10,-5,-10,-10,-10,-10,0,-10,8
2394,-10,-10,-10,-10,1,-9,-10,-10,-10,-10,4
2395,-7,-10,-10,-10,-10,-10,-9,-10,-10,-10,0
2396,-10,-10,6,-10,-10,-10,-10,-10,-10,-10,2
2397,-10,-10,9,-10,-10,-10,-10,-10,-10,-10,2
2398,-10,4,-10,-10,-10,-10,-10,-10,-10,-10,1
2399,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2400,-10,-10,-10,-10,-10,-4,-10,-10,-10,-10,5
2401,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2402,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2403,10,-10,-10,-10,-10,-10,-9,-10,-10,-10,0
2404,-10,-10,-7,-10,-3,-10,-10,-10,-10,-10,4
2405,-10,-10,-8,-6,-10,-10,-10,-10,-10,-10,3
2406,-10,-9,-10,-10,-10,-10,-10,-10,-10,-10,1
2407,-10,-10,-10,-10,-10,-10,-10,5,-10,-10,7
2408,-10,-10,-10,-7,-10,-10,-10,-10,-10,-10,3
2409,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2410,7,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2411,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2412,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2413,-10,-10,-10,-10,-10,7,-10,-10,-10,-10,5
2414,-10,-10,-9,-10,-10,-10,-10,-10,-10,-3,9
2415,-10,-10,0,-10,-10,-10,-10,-10,-8,-10,2
2416,-10,10,-10,-10,-10,-10,-9,-10,-10,-10,1
2417,7,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2418,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2419,-10,-10,-10,-4,-10,-10,-10,-10,1,-10,8
2420,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,9
2421,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2422,-10,-10,-10,-10,-4,-10,9,-10,-10,-10,6
2423,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,8
2424,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,3
2425,-10,-10,-10,-10,-10,-10,-10,-10,-1,-10,8
2426,-10,-10,-10,-10,-10,-10,-10,-10,-10,-8,9
2427,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,3
2428,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2429,-9,-10,0,-10,-10,-10,-10,-10,-10,-10,2
2430,-10,-10,-10,-10,-10,-10,-10,-10,5,-10,8
2431,-10,-10,-10,8,-10,-10,-10,-10,-10,-10,3
2432,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2433,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2434,-10,2,-10,-10,-10,-10,-10,-10,-10,-10,1
2435,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2436,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
2437,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,2
2438,-10,-10,-10,-10,-10,-10,-10,-9,-10,1,9
2439,-10,-10,8,-10,-10,-10,-10,-10,-10,-10,2
2440,-10,-10,-10,-10,7,-10,-10,-10,-10,-10,4
2441,-10,-10,-10,-2,-10,-10,-10,-10,-10,-10,3
2442,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2443,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,9
2444,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2445,-10,-10,-10,-10,-10,7,-10,-10,-10,-10,5
2446,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2447,-10,-10,-10,-10,-6,-10,-10,-10,-10,-10,4
2448,-10,-10,-10,-10,-10,-10,-10,-10,-10,-5,9
2449,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2450,-10,-10,-10,-1,-10,-10,-10,-10,-10,-10,3
2451,-10,-10,-10,-10,-10,-10,-10,-10,4,-10,8
2452,-10,-10,-10,-10,-10,8,-10,-10,-10,-10,5
2453,-10,-10,-10,-5,-10,-10,-10,-10,-9,-10,3
2454,-10,-10,-10,-10,-10,-8,-10,-10,-2,-10,8
2455,4,-10,-10,-10,-10,-10,-8,-10,-10,-10,0
2456,-10,-10,-10,-10,-10,-10,-10,-7,-10,-2,9
2457,-10,-10,-10,-10,-8,-10,-10,-10,-10,-10,4
2458,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2459,-10,-10,1,-10,-10,-10,-10,-9,-7,-10,2
2460,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,5
2461,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2462,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2463,-10,-10,-10,-10,-10,-10,-10,-3,-10,-1,9
2464,-10,-10,-10,-10,2,-10,-10,-10,-10,-10,4
2465,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2466,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2467,-10,-10,-10,-10,-10,-10,-10,-10,7,-10,8
2468,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2469,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2470,-10,-10,-10,-10,-10,-10,-10,-10,-4,-10,8
2471,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2472,-10,-10,-10,-10,-8,-10,-10,-10,-10,-4,9
2473,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2474,-10,-10,-10,-10,-10,-10,-10,-1,-10,-10,7
2475,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2476,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,5
2477,-10,-10,-10,-10,-10,-10,-10,-10,-10,-4,9
2478,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,9
2479,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2480,-10,-10,-10,-10,-10,-10,-10,0,-10,-8,7
2481,-10,-10,10,-9,-10,-10,-10,-10,-10,-10,2
2482,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2483,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2484,-10,-10,-10,-10,-10,-10,-10,1,-10,-10,7
2485,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2486,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2487,-10,-10,-10,-10,-10,8,-10,-10,-10,-10,5
2488,-10,-10,5,-10,-9,-10,-10,-10,-1,-10,2
2489,-10,-10,-10,-10,9,-10,-10,-10,-10,-10,4
2490,-10,-10,-10,-10,-10,-10,-10,2,-10,-10,7
2491,-10,-10,4,-10,-10,-10,-10,-10,-10,-10,2
2492,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2493,-10,-10,-10,-10,-10,-10,-10,-10,-10,5,9
2494,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,9
2495,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2496,-10,-10,2,-9,-10,-10,-10,-10,-10,-10,2
2497,-10,-10,-10,-10,-10,-10,-10,-10,-10,-4,9
2498,-10,-10,-10,-10,6,-10,-10,-10,-10,-10,4
2499,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2500,-10,-10,7,-10,-10,-10,-10,-9,-10,-10,2
2501,-10,-10,-10,7,-10,-10,-10,-10,-10,-10,3
2502,-10,-10,-10,8,-10,-10,-10,-10,-10,-10,3
2503,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2504,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2505,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2506,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2507,-10,-10,5,-10,-10,-10,-10,-10,-10,-10,2
2508,-10,-10,-10,-10,-10,-10,8,-10,-10,-10,6
2509,-10,-10,-10,-10,1,-10,-10,-10,-10,-10,4
2510,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2511,-10,-10,-10,-2,-10,-10,-10,-10,-10,-10,3
2512,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,8
2513,-10,-10,-10,-10,-10,-10,-10,-6,-10,-10,7
2514,-10,-10,-10,-10,1,-10,-10,-10,-10,-10,4
2515,-10,-10,-10,-10,-10,-3,-9,-10,-10,-10,5
2516,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2517,-10,-10,4,-10,-10,-10,-10,-10,-10,-10,2
2518,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
2519,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2520,-10,-10,-10,-10,-10,-10,-10,-10,6,-10,8
2521,-10,-10,-10,-10,-10,-10,-10,3,-10,-10,7
2522,-10,-10,-10,1,-10,-10,-10,-10,-10,-10,3
2523,-10,-10,-10,-10,2,-10,-10,-3,-10,-10,4
2524,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2525,-10,-10,-10,-10,-10,-4,-10,-10,-1,-10,8
2526,-10,-10,-10,-10,-10,-3,-10,-10,-10,-10,5
2527,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2528,-10,-10,-10,-10,-10,-10,-10,-10,-10,-5,9
2529,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2530,-10,-10,-10,-10,1,-10,-10,-10,-10,-10,4
2531,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2532,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2533,-10,-10,-10,-7,-10,-10,-10,-10,-10,-10,3
2534,-10,-10,-10,-7,-10,-3,-10,-10,-10,-10,5
2535,-10,-10,-10,-10,-10,-10,5,-10,-10,-10,6
2536,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2537,-10,-10,-10,-10,5,-10,-10,-10,-10,-10,4
2538,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,9
2539,-10,-10,-10,-10,-10,-10,-10,-3,-10,-8,7
2540,-10,-10,-10,-9,-10,-3,-10,-10,-10,-10,5
2541,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2542,-10,-10,-10,-10,-10,-10,8,-10,-10,-10,6
2543,-10,-10,-10,-10,-10,-10,-10,-10,-9,-10,8
2544,-10,-10,-10,-10,-10,-10,-10,-10,-10,9,9
2545,-10,-10,-10,-10,-10,5,-10,-10,-10,-10,5
2546,-10,-10,-10,-10,-10,9,-7,-10,-10,-10,5
2547,-10,-10,-10,-9,-10,-10,-10,-3,-10,-10,7
2548,-10,-10,-10,-10,-10,-10,-10,-10,-10,-4,9
2549,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,3
2550,-10,-10,-10,-9,-10,-10,-10,-10,-5,-10,8
2551,-10,-10,-10,-10,-10,-10,-10,-10,-4,-10,8
2552,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,8
2553,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2554,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
2555,-10,-10,-10,6,-10,-10,-10,-10,-10,-10,3
2556,-10,-10,-10,-10,-10,-1,-10,-10,-10,-10,5
2557,7,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2558,-10,-10,-10,-10,-10,5,-10,-10,-10,-10,5
2559,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,5
2560,-10,-10,-10,-9,-10,-10,-10,-10,-10,-10,3
2561,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2562,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2563,-10,-10,-10,-10,-10,-10,-10,7,-10,-10,7
2564,-10,-10,-10,-10,-10,-10,-10,8,-10,-10,7
2565,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2566,-10,-10,-10,-3,-10,-10,-10,-10,-10,-10,3
2567,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2568,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2569,-10,-10,-10,-10,-10,-2,-10,-8,-10,-10,5
2570,-10,-10,-10,-10,-10,-10,-10,-10,-3,-9,8
2571,9,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2572,-10,-10,8,-10,-10,-10,-10,-10,-8,-10,2
2573,-10,-10,-10,-10,-10,-5,-10,-10,1,-10,8
2574,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
2575,-10,-10,-10,1,-10,-10,-10,-10,-10,-10,3
2576,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2577,-10,-10,-10,-10,-10,-10,-10,-4,-10,-10,7
2578,-10,-10,-10,-10,-10,-10,-10,4,-10,-10,7
2579,-10,-10,-10,-10,-10,-10,-10,-10,6,-10,8
2580,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2581,-10,-10,-10,-10,-10,-1,-10,-10,-8,-10,5
2582,-10,-10,-10,-10,-10,-10,-10,-7,-10,-9,7
2583,-10,-10,-10,9,-10,-10,-10,-10,-10,-10,3
2584,-10,-10,-10,-10,-10,-10,-10,-10,7,-10,8
2585,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,9
2586,-10,-10,-10,-10,-10,1,-10,-10,-10,-10,5
2587,-10,-10,-10,3,-10,-10,-10,-10,-10,-10,3
2588,-10,-10,-10,-10,-10,-10,-10,8,-10,-10,7
2589,-1,-10,-10,-10,-10,-10,-10,-10,-10,2,9
2590,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2591,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2592,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2593,5,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2594,-10,-10,-10,3,-10,-10,-10,-10,-10,-10,3
2595,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2596,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2597,-10,-10,-10,-10,-10,6,-10,-10,-10,-10,5
2598,-10,-10,-10,-10,-10,-10,-10,-10,-1,-10,8
2599,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2600,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,8
2601,-10,-10,-10,-10,-10,-10,3,-10,-10,-10,6
2602,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2603,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,9
2604,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,5
2605,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,7
2606,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,5
2607,-10,-10,-10,-10,-10,-10,-10,-7,-10,-10,7
2608,-10,-10,-10,-10,-10,-10,-10,-10,9,-10,8
2609,-8,-10,-10,-10,-10,-6,-1,-10,-10,-10,6
2610,-10,-10,4,-10,-10,-10,-10,-10,-10,-10,2
2611,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,5
2612,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2613,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2614,-10,-10,-10,-10,-10,-10,-10,-10,7,-10,8
2615,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,4
2616,-10,-10,-10,-10,-10,9,-10,-10,-10,-10,5
2617,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,8
2618,-10,-10,-10,-7,-10,-3,-10,-10,-10,-10,5
2619,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2620,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,6
2621,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2622,-10,-10,-10,-10,-10,-10,-10,2,-10,-10,7
2623,-10,-10,-10,-2,-10,-9,-10,-10,-10,-10,3
2624,-10,-10,-10,4,-10,-10,-10,-10,-10,-10,3
2625,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2
2626,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,1
2627,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0
2628,-10,-10,-6,-10,-10,-10,-10,-2,-10,-10,7
2629,-10,-10,-10,-1,-10,-9,-10,-10,-10,-10,3
2630,-10,-10,-10,-10,4,-10,-10,-10,-10,-10,4
2631,6,-10,-10,-10,-10,-10,-2,-10,-10,-10,0
2632,-10,-10,-10,9,-10,-10,-10,-10,-10,-10,3
2633,-10,-10,-10,-10,-10,-10,-10,-10,-10,7,9
2634,-10,-10,-10,7,-10,-10,-10,-10,-10,-10,3
2635,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,2
2636,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,8
2637,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,9
